,Player,Rk,Tm,Age,Pos,G,GS,Intcpt,IntYds,IntTD,Lng,PD,FF,Fmb,FR,FumYds,FumTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year
26,Anton Palepoi,675.67,2TM,26,DE,32,1,0,0,0,0.0,2,0,0,0,0,0,4.0,45,32,13,6,0,0,2004
27,Antonio Garay,898.5,CHI,27,DE,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,7,5,2,1,1,0,2006
28,Antonio Smith,425.0,ARI,26,LDE,44,29,0,0,0,0.0,0,1,0,5,14,1,11.0,93,75,18,21,16,0,2007
29,Antwan Odom,583.0,TEN,26,LDE,52,35,0,0,0,0.0,11,3,0,2,52,2,12.5,83,57,26,18,22,0,2007
30,Arden Key,621.75,SFO,25,DE,54,10,0,0,0,0.0,3,0,0,0,0,0,9.5,71,45,26,13,43,0,2021
31,Armonty Bryant,636.25,DET,26,DE,36,4,0,0,0,0.0,0,3,0,1,34,0,11.5,68,45,23,14,21,0,2016
32,Arthur Jones,396.33,BAL,27,LDE,44,20,0,0,0,0.0,0,1,0,0,0,0,8.5,120,69,51,13,22,0,2013
33,Austen Lane,527.33,JAX,25,RDE,28,17,0,0,0,0.0,0,1,0,0,0,0,3.0,66,47,19,4,12,0,2012
34,Austin Bryant,641.5,DET,26,DL,33,6,0,0,0,0.0,1,0,0,0,0,0,4.5,65,42,23,7,11,0,2022
35,Avery Moss,595.0,MIA,25,LDE,22,10,0,0,0,0.0,2,2,0,0,0,0,0.0,40,22,18,0,5,0,2019
36,Baraka Atkins,649.0,SEA,24,DE,21,0,0,0,0,0.0,1,0,0,2,0,0,2.0,30,21,9,4,6,0,2008
37,Bjoern Werner,492.33,IND,25,DE,38,16,0,0,0,0.0,5,1,0,2,1,0,6.5,81,58,23,17,10,0,2015
38,Bo Schobel,702.0,ARI,26,DE,29,2,0,0,0,0.0,0,1,0,0,0,0,1.5,50,41,9,3,2,0,2007
39,Bobby McCray,526.25,JAX,26,LDE,61,29,0,0,0,0.0,5,8,0,1,0,0,22.0,93,72,21,27,25,0,2007
40,Bradlee Anae,961.0,DAL,23,DE,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2021
41,Bradley Chubb,404.25,DEN,25,LOLB,41,41,1,21,0,5.25,4,4,0,1,4,0,20.5,144,92,52,29,50,0,2021
42,Brandon Deaderick,633.75,JAX,26,DT,47,15,0,0,0,0.0,2,3,0,1,0,0,5.5,54,37,17,6,4,0,2013
43,Brandon Graham,546.75,PHI,25,DE,48,12,0,0,0,0.0,1,4,0,1,0,0,11.5,75,62,13,15,24,0,2013
44,Brandon Green,605.33,STL,26,RDE,32,6,0,0,0,0.0,2,1,0,0,0,0,3.5,59,48,11,11,2,0,2006
45,Brandon Jenkins,1025.0,WAS,23,DE,5,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2013
46,Brandon Williams,857.0,DAL,22,DE,6,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,2010
47,Breeland Speaks,520.0,KAN,23,DT,16,4,0,0,0,0.0,0,1,0,2,0,0,1.5,24,15,9,3,8,0,2018
48,Brent Hawkins,666.5,JAX,24,DE,20,0,0,0,0,0.0,0,0,1,1,0,0,5.5,23,19,4,5,8,0,2007
49,Brett Keisel,709.67,PIT,27,DE,34,0,0,0,0,0.0,2,1,0,2,0,0,3.0,46,31,15,2,0,0,2005
50,Brian Burns,288.5,CAR,24,DE,64,51,0,0,0,0.0,11,7,0,1,56,1,38.0,196,119,77,43,77,0,2022
51,Brian Johnston,953.0,KAN,22,DE,9,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2008
52,Brian Mihalik,1081.0,DET,25,DE,15,2,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2017
53,Brian Robison,630.0,MIN,27,DE,63,7,0,0,0,0.0,0,3,1,2,0,0,13.5,64,48,16,21,24,0,2010
54,Bronson Kaufusi,1043.0,NYJ,28,LB,9,2,0,0,0,0.0,1,0,0,0,0,0,0.5,8,4,4,0,2,0,2019
55,Bruce Irvin,416.75,SEA,28,LLB,58,37,3,92,2,14.25,7,4,0,2,36,0,22.0,133,87,46,25,49,0,2015
56,Bruce Miller,869.25,SFO,27,RB,61,42,0,0,0,0.0,0,0,3,1,0,0,0.0,21,16,5,0,0,0,2014
57,Bryan Thomas,456.0,NYJ,26,DE,61,20,0,0,0,0.0,5,0,0,1,0,0,6.5,142,92,50,15,0,0,2005
58,Byron Frisch,662.5,NYG,26,DE,23,0,0,0,0,0.0,2,0,0,0,0,0,5.0,21,18,3,5,0,0,2002
59,C.J. Ah You,567.0,STL,28,DE,24,1,0,0,0,0.0,3,1,0,0,0,0,5.0,35,28,7,5,11,0,2010
60,C.J. Wilson,680.33,CHI,24,DB,60,11,0,0,0,0.0,1,0,0,1,0,0,3.5,91,64,27,9,8,0,2013
61,Calais Campbell,241.25,ARI,25,LDE,63,46,1,0,0,0.0,18,4,1,2,0,0,21.0,208,159,49,36,39,0,2011
62,Calvin Pace,523.25,ARI,26,LLB,51,22,0,0,0,0.0,6,4,1,2,0,0,7.5,94,74,20,11,1,0,2006
63,Cam Johnson,867.5,CLE,25,DE,13,0,0,0,0,0.0,0,0,0,0,0,0,0.0,8,6,2,0,0,0,2015
64,Cameron Heyward,421.25,PIT,25,LDE,64,29,0,0,0,0.0,12,1,0,1,8,0,15.0,143,91,52,23,36,0,2014
65,Cameron Jordan,307.0,NOR,25,RDE,64,63,1,6,0,1.5,16,5,0,6,11,0,29.0,196,120,76,31,50,0,2014
66,Cameron Sheffield,722.0,KAN,23,LB,16,1,0,0,0,0.0,0,0,0,0,0,0,0.0,9,7,2,1,0,0,2011
67,Carl Nassib,427.75,TAM,26,LOLB,59,32,0,0,0,0.0,11,3,0,1,0,0,18.0,115,80,35,31,40,0,2019
68,Carlos Dunlap,380.0,CIN,24,LDE,54,17,1,14,1,3.5,14,8,0,6,79,1,27.5,146,103,43,29,72,0,2013
69,Carlos Hall,446.75,KAN,26,DE,59,33,0,0,0,0.0,11,3,0,2,0,0,14.5,134,93,41,24,0,0,2005
70,Casey Toohill,801.33,WAS,26,DE,41,6,0,0,0,0.0,1,0,0,2,1,1,2.0,54,29,25,3,13,0,2022
71,Cassius Marsh,583.25,2TM,25,DE,52,2,0,0,0,0.0,0,4,0,1,0,0,6.0,85,62,23,11,9,0,2017
72,Cedric Scott,816.0,NYG,24,DE,9,0,0,0,0,0.0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,2001
73,Chad Thomas,472.0,CLE,24,LDE,16,8,0,0,0,0.0,1,0,0,1,0,0,4.0,26,17,9,6,4,0,2019
74,Chandler Jones,294.25,NWE,25,RDE,55,52,1,0,0,0.0,8,10,0,2,0,1,36.0,211,125,86,38,64,0,2015
75,Charles Grant,201.0,NOR,27,RDE,64,52,1,8,0,2.0,20,12,1,3,57,1,30.0,240,188,52,45,0,0,2005
76,Charles Johnson,545.25,CAR,24,LDE,48,20,0,0,0,0.0,11,3,0,1,0,0,21.5,114,89,25,23,36,0,2010
77,Charles Omenihu,627.0,SFO,25,DE,61,10,0,0,0,0.0,6,3,0,0,0,0,11.5,67,40,27,11,41,0,2022
78,Charles Tapper,981.0,DAL,24,DE,2,0,0,0,0,0.0,0,0,0,0,0,0,1.0,3,2,1,1,1,0,2017
79,Chase Winovich,513.25,CLE,27,DE,53,11,1,0,0,0.0,3,1,0,0,0,0,12.0,105,70,35,11,26,0,2022
80,Chase Young,580.0,WAS,23,DE,27,26,0,0,0,0.0,7,6,0,3,57,1,9.0,75,50,25,13,17,0,2022
81,Chauncey Davis,381.0,ATL,25,DE,64,19,1,41,0,10.25,3,1,0,7,25,1,8.0,136,107,29,23,11,0,2008
82,Cheta Ozougwu,839.5,CHI,25,DE,9,0,0,0,0,0.0,0,1,0,0,0,0,1.0,8,7,1,1,0,0,2013
83,Chris Canty,390.75,DAL,26,RDE,64,50,0,0,0,0.0,8,1,0,1,0,0,10.0,149,103,46,19,19,0,2008
84,Chris Combs,880.5,PIT,25,DE,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,2001
85,Chris Ellis,898.33,BUF,25,DE,15,1,0,0,0,0.0,0,0,1,0,0,0,1.0,13,8,5,1,3,0,2010
86,Chris Gocong,217.67,PHI,26,RLB,47,35,0,0,0,0.0,9,2,0,1,0,1,4.0,169,129,40,15,6,0,2009
87,Chris Harrington,1071.0,JAX,24,DE,6,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,2009
88,Chris Kelsay,422.25,BUF,27,LDE,64,42,2,20,0,5.0,8,3,0,4,2,0,12.5,164,102,62,20,12,0,2006
89,Chris Long,317.25,STL,26,LDE,64,52,0,0,0,0.0,5,6,0,2,2,0,30.5,149,123,26,40,65,0,2011
90,Chris Smith,724.5,CIN,25,DE,35,0,0,0,0,0.0,3,2,0,0,0,0,7.5,45,32,13,7,16,0,2017
91,Chris Wormley,684.0,PIT,27,DE,52,16,0,0,0,0.0,7,0,0,0,0,0,3.5,62,38,24,5,12,0,2020
92,Christian Ringo,892.33,2TM,26,DE,20,0,0,0,0,0.0,0,1,0,0,0,0,1.5,15,10,5,3,5,0,2018
93,Christo Bilukidi,877.33,BAL,25,DE,24,0,0,0,0,0.0,1,0,0,0,0,0,1.0,16,10,6,2,1,0,2014
94,Clelin Ferrell,539.0,LVR,25,DE,58,30,0,0,0,0.0,11,2,0,1,0,0,10.0,105,58,47,15,32,0,2022
95,Cliff Matthews,714.33,ATL,25,DE,32,0,0,0,0,0.0,0,0,0,0,0,0,0.0,28,20,8,0,2,0,2014
96,Clifton Geathers,729.0,PHI,26,DE,24,0,0,0,0,0.0,0,0,0,0,0,0,1.0,18,12,6,3,2,0,2013
97,Colston Weatherington,1088.0,DAL,25,DE,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2002
98,Connor Barwin,359.67,HOU,26,ROLB,48,32,0,0,0,0.0,16,1,0,2,0,0,19.0,109,82,27,29,52,1,2012
99,Corey Lemonier,655.25,2TM,25,DE,51,3,0,0,0,0.0,3,2,0,1,0,0,3.0,46,35,11,3,10,1,2016
100,Corey Wootton,650.75,CHI,26,LDT,45,22,0,0,0,0.0,6,3,0,2,1,0,11.0,70,54,16,13,20,0,2013
101,Cory Redding,432.0,DET,26,RDT/LDE,57,48,0,0,0,0.0,5,4,0,4,2,0,12.0,129,105,24,25,10,1,2006
102,Courtney Brown,337.5,CLE,25,LDE,45,45,0,0,0,0.0,22,6,0,6,26,1,17.0,170,134,36,29,0,0,2003
103,Curtis Weaver,1604.0,CLE,23,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,1,0,2021
104,D.J. Wonnum,369.33,MIN,25,OLB,47,17,0,0,0,0.0,5,2,0,0,0,0,15.0,109,72,37,17,34,0,2022
105,Da'Quan Bowers,620.25,TAM,24,DE,50,10,0,0,0,0.0,6,0,0,2,0,0,7.0,66,45,21,18,17,0,2014
106,Da'Shawn Hand,737.25,2TM,26,DE,30,11,0,0,0,0.0,2,3,0,1,0,0,3.0,54,39,15,6,2,0,2021
107,Dadi Nicolas,1251.0,KAN,24,LB,11,0,0,0,0,0.0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,2016
108,Daeshon Hall,849.0,PHI,24,DE,12,0,0,0,0,0.0,0,0,0,0,0,0,1.5,9,6,3,1,3,0,2019
109,Damontre Moore,572.75,SEA,24,DE,49,0,0,0,0,0.0,4,2,0,1,7,0,10.0,77,57,20,11,26,0,2016
110,Dan Cody,1133.0,BAL,25,LB,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,2006
111,Daniel Te'o-Nesheim,779.75,TAM,27,LDE,39,27,0,0,0,0.0,0,0,0,0,0,0,5.0,56,36,20,11,16,0,2013
112,Danielle Hunter,251.75,MIN,24,LDE,62,33,0,0,0,0.0,3,3,0,3,56,2,40.0,206,141,65,52,58,1,2018
113,Danny Batten,463.0,BUF,24,LB,16,4,0,0,0,0.0,0,0,0,1,0,0,0.5,25,17,8,2,1,0,2011
114,Darrell Taylor,354.5,SEA,25,LB,32,8,0,0,0,0.0,2,5,0,1,21,0,16.0,63,50,13,15,26,0,2022
115,Darren Howard,299.75,NOR,27,RDE,56,56,2,83,0,20.75,18,6,1,3,2,0,30.0,183,135,48,41,0,0,2003
116,Darrion Scott,595.5,MIN,26,DE,48,28,0,0,0,0.0,6,1,0,3,1,0,9.5,128,77,51,10,6,0,2007
117,Darryl Johnson,928.0,SEA,25,LB,38,1,0,0,0,0.0,0,0,0,0,0,0,2.0,34,23,11,6,5,0,2022
118,Darryl Tapp,270.75,SEA,25,RDE,64,32,2,21,1,5.25,12,8,0,4,9,0,18.0,189,152,37,29,55,0,2009
119,Datone Jones,552.0,GNB,26,DE,59,7,1,18,0,4.5,7,0,0,1,20,0,9.0,72,53,19,16,35,0,2016
120,Dave Ball,840.0,NYJ,25,DE,21,0,0,0,0,0.0,4,0,0,0,0,0,0.0,15,11,4,1,2,0,2006
121,Dave Tollefson,719.67,NYG,27,DE,34,0,0,0,0,0.0,1,0,0,0,0,0,4.5,40,31,9,7,10,0,2009
122,David Bass,554.25,TEN,26,DE,49,9,2,32,1,8.0,5,1,0,2,0,0,5.5,85,54,31,10,10,0,2016
123,David King,1056.5,2TM,26,DE,8,0,0,0,0,0.0,2,0,0,0,0,0,1.5,4,2,2,1,3,0,2015
124,David McMillan,924.5,CLE,26,DE,25,0,0,0,0,0.0,0,0,0,1,0,0,0.0,8,5,3,0,0,0,2007
125,David Nugent,868.67,BAL,25,DE,24,1,0,0,0,0.0,0,0,0,0,0,0,0.0,14,9,5,1,0,0,2002
126,Dawuane Smoot,592.25,JAX,25,LDE,56,7,0,0,0,0.0,0,2,0,1,0,0,11.5,66,50,16,14,32,0,2020
127,DeForest Buckner,178.0,SFO,25,RDT,63,63,0,0,0,0.0,11,3,0,7,12,1,28.5,263,166,97,38,74,0,2019
128,DeLawrence Grant,577.33,OAK,25,LLB,38,27,0,0,0,0.0,1,0,0,1,0,0,6.0,64,43,21,11,0,0,2004
129,DeMarcus Lawrence,476.0,DAL,25,LDE,48,32,0,0,0,0.0,1,6,0,2,0,0,23.5,133,84,49,33,44,1,2017
130,DeMarcus Walker,716.0,DEN,26,DE,36,5,0,0,0,0.0,1,1,0,1,0,0,10.5,51,31,20,10,16,0,2020
131,Dean Lowry,454.25,GNB,25,LDE,63,35,1,7,0,1.75,9,1,0,3,62,1,7.0,131,78,53,15,16,0,2019
132,Deatrich Wise Jr.,441.75,NWE,26,LDE,62,18,0,0,0,0.0,1,1,0,1,0,1,14.0,131,78,53,15,56,0,2020
133,Demetrin Veal,695.0,DEN,25,DE,34,1,0,0,0,0.0,2,1,0,1,0,0,2.5,60,40,20,8,6,1,2006
134,Dennis Johnson,466.0,ARI,24,LDE,28,10,0,0,0,0.0,6,0,0,0,0,0,3.0,65,42,23,9,0,0,2003
135,Derek Barnett,432.25,PHI,24,LDE,48,30,0,0,0,0.0,0,3,0,3,23,1,19.5,101,75,26,29,65,0,2020
136,Derek Rivers,954.5,2TM,26,DE,19,0,0,0,0,0.0,0,0,0,0,0,0,2.5,7,4,3,3,6,0,2020
137,Derrick Burgess,620.0,PHI,26,RDE,29,15,0,0,0,0.0,4,0,0,1,0,0,8.5,57,45,12,15,0,0,2004
138,Derrick Harvey,577.75,DEN,25,DE,52,32,1,0,0,0.0,5,0,0,2,0,0,8.0,92,72,20,13,21,0,2011
139,Derrick Morgan,463.5,TEN,24,LDE,50,40,0,0,0,0.0,10,2,0,2,0,0,16.5,129,89,40,22,53,0,2013
140,Devin Taylor,495.75,DET,27,LDE,61,18,0,0,0,0.0,3,4,0,0,0,0,15.0,92,69,23,17,32,1,2016
141,Devon Kennard,252.25,NYG,26,LLB,52,35,1,0,0,0.0,8,3,0,2,0,0,9.5,203,137,66,23,22,0,2017
142,Dewayne White,446.25,TAM,27,RDE,60,13,0,0,0,0.0,12,4,0,7,54,1,14.0,127,101,26,22,15,0,2006
143,Dion Jordan,430.0,MIA,24,DE,26,1,0,0,0,0.0,3,0,0,0,0,0,3.0,46,39,7,3,7,0,2014
144,Dorance Armstrong Jr.,479.75,DAL,24,RDE,59,8,0,0,0,0.0,3,2,0,2,37,1,7.5,98,64,34,6,20,0,2021
145,Dorsett Davis,618.0,DEN,24,DE,14,0,0,0,0,0.0,1,0,0,0,0,0,0.0,16,11,5,1,0,0,2003
146,Duke Ejiofor,715.0,HOU,23,DE,12,0,0,0,0,0.0,2,0,0,1,0,0,1.0,9,6,3,1,2,0,2018
147,Dwight Freeney,287.0,IND,25,RDE,63,50,0,0,0,0.0,8,23,0,3,23,1,51.0,158,143,15,59,0,0,2005
148,E.J. Wilson,1158.0,SEA,23,DE,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2010
149,Ed Stinson,859.25,NYJ,27,DE,33,5,0,0,0,0.0,1,0,0,0,0,0,1.0,27,22,5,4,7,0,2017
150,Eddie Freeman,762.5,KAN,25,DE,20,0,0,0,0,0.0,1,0,0,0,0,0,4.0,19,15,4,3,0,0,2003
151,Ellis Wyms,624.0,TAM,25,DE,37,0,0,0,0,0.0,3,3,0,1,0,0,7.5,75,58,17,8,0,0,2004
152,Elton Patterson,848.0,2TM,23,DE,8,0,0,0,0,0.0,0,0,0,1,0,0,1.0,8,4,4,1,0,0,2004
153,Elvis Dumervil,390.75,DEN,25,ROLB,61,45,1,27,0,6.75,8,10,0,8,13,0,43.0,129,107,22,28,61,0,2009
154,Emmanuel Ogbah,377.25,KAN,26,DE,50,44,0,0,0,0.0,20,3,0,2,0,0,18.0,154,93,61,22,40,0,2019
155,Erasmus James,722.0,MIN,25,DE,23,12,0,0,0,0.0,2,1,0,0,0,0,5.0,38,31,7,10,2,0,2007
156,Eric Moore,765.0,STL,27,DE,29,1,0,0,0,0.0,0,0,0,0,0,0,2.0,31,25,6,4,5,0,2008
157,Erik Flowers,734.5,STL,25,DE,49,6,1,0,0,0.0,4,1,0,0,0,0,4.0,47,30,17,6,0,0,2003
158,Erik Lorig,830.75,TAM,27,RB,56,24,0,0,0,0.0,0,0,0,1,0,0,0.0,18,18,0,0,0,0,2013
159,Erik Walden,501.0,GNB,26,ROLB,53,17,0,0,0,0.0,3,1,0,1,5,1,5.0,108,82,26,9,18,0,2011
160,Ervin Baldwin,739.0,IND,23,DE,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,13,7,6,0,1,0,2009
161,Eugene Sims,549.75,STL,27,LB,54,2,1,5,0,1.25,5,0,0,1,0,0,5.0,74,57,17,12,14,2,2013
162,Evander Hood,538.75,PIT,25,LDE,64,39,0,0,0,0.0,7,0,0,3,0,0,8.5,101,64,37,14,19,0,2012
163,Everette Brown,644.33,SDG,24,DE,31,3,1,0,0,0.0,3,3,0,0,0,0,6.0,49,37,12,7,17,0,2011
164,Everson Griffen,489.0,MIN,26,DE,59,1,1,29,1,7.25,4,2,0,3,14,0,17.5,86,68,18,21,38,0,2013
165,Ezekiel Ansah,309.5,DET,27,RDE,59,57,0,0,0,0.0,2,9,0,2,1,0,32.0,163,116,47,42,86,0,2016
166,Frank Alexander,722.67,CAR,25,DE,29,6,0,0,0,0.0,5,0,0,3,-3,0,3.5,34,20,14,5,10,0,2014
167,Frank Clark,379.5,SEA,25,RDE,62,33,1,26,0,6.5,6,8,0,4,27,0,35.0,136,92,44,35,72,0,2018
168,Frostee Rucker,688.67,CIN,26,DE,28,5,1,26,0,8.67,3,3,0,2,6,0,2.0,44,29,15,7,5,0,2009
169,Gaines Adams,444.67,2TM,26,DE/RDE,47,29,2,50,1,15.0,11,3,0,1,0,0,13.5,93,67,26,13,39,0,2009
170,Geneo Grissom,986.0,2TM,26,LB,37,0,0,0,0,0.0,0,0,0,0,0,0,1.0,14,7,7,3,1,0,2018
171,George Selvie,548.75,DAL,26,LDE,52,16,0,0,0,0.0,1,1,0,2,0,0,10.0,87,67,20,21,23,0,2013
172,Gillis Wilson,729.0,CAR,24,DE,5,0,0,0,0,0.0,0,0,0,0,0,0,0.5,9,7,2,0,0,0,2001
173,Greg Hardy,255.75,CAR,25,RDE,62,39,0,0,0,0.0,14,6,0,1,0,0,33.0,199,141,58,44,68,2,2013
174,Greg Peterson,930.33,JAX,25,DE,14,0,0,0,0,0.0,0,0,0,1,0,0,1.5,18,14,4,3,3,0,2009
175,Greg Scruggs,922.67,CHI,25,DE,15,0,0,0,0,0.0,1,0,0,0,0,0,3.0,11,9,2,2,8,0,2015
176,Henry Anderson,487.0,NYJ,27,DE,45,22,0,0,0,0.0,8,1,0,1,0,0,10.0,100,65,35,16,32,0,2018
177,Henry Melton,434.67,CHI,26,LDT,45,29,0,0,0,0.0,1,3,0,1,0,0,15.5,84,63,21,22,28,0,2012
178,Igor Olshansky,434.5,SDG,25,LDE,59,57,1,0,0,0.0,6,2,0,1,0,0,9.0,149,95,54,12,19,0,2007
179,Ikaika Alama-Francis,657.0,MIA,26,DE,30,2,0,0,0,0.0,1,0,0,1,0,0,1.0,47,29,18,2,3,0,2010
180,J.J. Watt,84.75,HOU,25,LDE,64,64,1,80,1,20.0,37,12,0,11,68,1,57.0,295,242,53,103,159,1,2014
181,Jabaal Sheard,298.25,CLE,25,ROLB,61,50,0,0,0,0.0,12,7,0,2,5,0,23.0,190,122,68,27,34,0,2014
182,Jabari Issa,583.5,ARI,23,LDE,23,5,0,0,0,0.0,0,0,0,0,0,0,1.0,33,25,8,4,0,0,2001
183,Jabari Zuniga,1137.67,NOR,25,DE,12,0,0,0,0,0.0,0,1,0,0,0,0,1.0,10,6,4,0,1,0,2022
184,Jack Crawford,698.25,DAL,27,DE,41,1,0,0,0,0.0,0,1,0,0,0,0,6.0,48,31,17,10,7,0,2015
185,Jacob Ford,432.33,TEN,27,RDE,43,8,0,0,0,0.0,2,4,0,0,0,0,15.5,90,69,21,25,33,0,2010
186,Jadeveon Clowney,374.5,HOU,24,ROLB,47,41,0,0,0,0.0,10,4,0,2,75,1,20.0,158,113,45,48,46,0,2017
187,Jalyn Holmes,747.0,NOR,25,DE,33,10,0,0,0,0.0,3,0,0,0,0,0,1.0,57,28,29,6,5,0,2021
188,Jamaal Anderson,454.0,ATL,24,DE,60,47,0,0,0,0.0,9,2,0,0,0,0,4.5,105,83,22,12,19,0,2010
189,Jamaal Green,941.0,PHI,24,DE,8,0,0,0,0,0.0,0,0,0,0,0,0,1.0,2,2,0,1,0,0,2004
190,Jamal Reynolds,802.0,GNB,24,DE,18,0,0,0,0,0.0,1,2,0,2,1,0,3.0,18,14,4,1,0,0,2003
191,James Smith-Williams,620.0,WAS,25,DE,42,20,0,0,0,0.0,2,0,0,0,0,0,6.0,63,31,32,12,23,0,2022
192,James Wyche,1131.0,2TM,27,DE,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2009
193,Jared Allen,175.25,KAN,25,RDE,61,55,1,3,0,0.75,26,14,1,8,24,0,43.0,230,200,30,56,39,0,2007
194,Jared Crick,430.5,HOU,26,LDE,63,32,0,0,0,0.0,13,1,0,2,0,0,5.5,146,81,65,10,24,0,2015
195,Jared Odrick,541.25,MIA,26,LDT,49,25,1,39,0,9.75,6,2,0,0,0,0,15.5,100,80,20,27,39,0,2013
196,Jarius Wynn,780.0,TEN,26,DE,43,4,0,0,0,0.0,1,0,0,0,0,0,6.5,34,26,8,10,8,0,2012
197,Jarret Johnson,492.0,BAL,25,DE,63,15,1,6,1,1.5,7,1,0,1,0,0,3.0,108,77,31,18,5,0,2006
198,Jarvis Green,551.0,NWE,26,RDE,62,17,0,0,0,0.0,3,3,0,3,0,1,11.0,95,63,32,8,0,0,2005
199,Jarvis Moss,866.75,2TM,26,DE,39,1,0,0,0,0.0,1,1,0,0,0,0,4.5,32,23,9,5,8,0,2010
200,Jason Hatcher,579.5,DAL,27,DE,62,0,0,0,0,0.0,1,1,0,2,29,1,6.5,76,56,20,11,19,0,2009
201,Jason Jones,463.75,TEN,25,RDE,49,31,0,0,0,0.0,15,7,0,0,0,0,15.5,111,84,27,27,29,0,2011
202,Jason Pierre-Paul,262.0,NYG,24,RDE,59,33,2,52,2,13.0,22,5,0,3,10,0,29.5,209,154,55,49,52,1,2013
203,Jason Strowbridge,1140.0,MIA,24,DE,8,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,1,2,1,0,0,2020
204,Jason Worilds,388.25,PIT,25,ROLB,57,21,0,0,0,0.0,1,3,0,1,0,0,18.0,145,105,40,21,45,0,2013
205,Jay Ratliff,563.25,DAL,27,NT,50,31,0,0,0,0.0,10,1,0,6,0,0,15.5,106,69,37,23,30,0,2008
206,Jay Richardson,493.25,SEA,26,DE,55,22,0,0,0,0.0,2,0,0,0,0,0,7.0,117,86,31,12,11,1,2010
207,Jaylon Ferguson,566.33,BAL,26,DE,38,10,0,0,0,0.0,2,0,0,2,0,0,4.5,67,44,23,13,17,0,2021
208,Jeoffrey Pagan,1028.0,HOU,22,DE,22,0,0,0,0,0.0,0,0,0,0,0,0,0.0,11,5,6,1,0,0,2015
209,Jeremiah Ledbetter,915.67,TAM,26,DE,20,0,0,0,0,0.0,0,0,0,0,0,0,1.5,18,9,9,1,6,0,2020
210,Jeremy Mincey,794.0,JAX,25,DE,9,0,0,0,0,0.0,1,0,0,0,0,0,2.0,15,11,4,2,4,0,2008
211,Jeremy Thompson,965.0,GNB,24,DE,15,3,0,0,0,0.0,0,0,0,0,0,0,0.0,9,6,3,1,2,0,2009
212,Jerome McDougle,663.33,PHI,28,DE,33,0,0,0,0,0.0,4,1,0,0,0,0,3.0,36,30,6,2,2,0,2006
213,Jerry Hughes,521.0,BUF,25,DE,56,8,0,0,0,0.0,3,2,0,0,0,0,15.0,108,73,35,17,30,0,2013
214,Jihad Ward,835.0,2TM,25,DE,41,14,0,0,0,0.0,1,0,0,3,2,0,5.0,43,24,19,5,22,0,2019
215,Jimmy Wilkerson,592.25,KAN,25,DE,56,3,0,0,0,0.0,4,0,0,1,0,0,0.5,71,58,13,6,1,0,2006
216,Joe Jackson,850.67,CLE,25,DE,20,0,0,0,0,0.0,1,0,0,1,0,0,1.5,25,13,12,3,4,0,2021
217,Joe Tafoya,708.67,CHI,25,DE,35,1,0,0,0,0.0,0,0,0,0,0,0,0.5,44,33,11,3,0,0,2003
218,Joey Bosa,244.25,LAC,24,LDE,51,49,0,0,0,0.0,1,6,0,2,1,0,40.0,201,148,53,53,82,0,2019
219,John Abraham,325.5,NYJ,25,RDE,45,37,0,0,0,0.0,2,10,0,3,7,1,33.5,176,141,35,36,0,0,2003
220,John Cominsky,692.25,DET,27,DL,41,9,0,0,0,0.0,5,1,0,1,3,0,5.5,71,37,34,9,17,0,2022
221,John Engelberger,426.0,SFO,27,LDE,62,43,0,0,0,0.0,10,6,0,2,0,0,11.5,110,95,15,16,0,0,2003
222,John Franklin-Myers,609.33,NYJ,25,LDE,47,18,1,32,0,10.67,3,2,0,3,0,0,11.0,64,31,33,11,27,0,2021
223,John Hilliard,678.67,SEA,26,DE,27,11,0,0,0,0.0,1,0,0,0,0,0,0.0,38,26,12,5,0,0,2002
224,John Milem,811.5,2TM,26,DE,20,0,0,0,0,0.0,1,0,0,0,0,0,0.0,14,8,6,0,0,0,2001
225,John Simon,508.75,HOU,26,ROLB,45,13,0,0,0,0.0,3,1,0,1,0,0,10.0,120,82,38,9,27,0,2016
226,John Stamper,879.0,CHI,24,DE,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,2002
