,Unnamed: 0.1,Unnamed: 0,Player,Tm,Pos,Rk,Age,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Win,Loss,Att_R,Yds_R,TD_R,1D_R,Lng_R,Y/A_R,Y/G_R,Fmb_R,Year,Rookie,Vet,Con_Len,Con_Sal,Cap,%Cap,New_Con_Len,New_Perc_Cap,Con_Yrs_Lft
86,86,86,C.J. Beathard,SFO,QB,0.326925431,-0.998837754,-0.537615347,-0.691015032,-0.542959992,-0.431675556,-1.029713422,-0.503800877,-0.891105739,-1.181655796,-0.307620579,-0.095377368,-0.5208521,1.285568316,-0.400381497,-0.465255565,0.373376277,0.083979562,-0.814398182,-0.771330543,-0.158418601,0.038886757,0.176281023,-0.516387383,-0.510142289,-0.917662935,-1.066261109,-0.868154995,-0.170405729,0.080604128,0.216108179,1.262152465,0.325848603,0.058470262,0.532735662,0.92849367,-0.23860479,2017,1,0,4,3528646,167000000,0.005282404,0,0.004978338,3
87,87,87,Tom Savage,HOU,QB,0.387951511,-0.370355572,-0.354039375,-0.357421568,-0.527205712,-0.436760502,-0.831895406,-0.516036301,-0.793450316,-0.952088669,-0.307620579,-0.095377368,-0.479361747,-0.159827412,-0.497443679,-0.405770835,0.135773192,-0.361773533,-0.678573279,-0.413317892,-0.009318741,0.244111111,0.428593798,-0.665543764,-0.557597385,0.152943823,-0.290798484,-0.868154995,0.426014323,-0.757457973,-0.668806004,-0.590794771,-0.778254476,-0.830475923,-0.772144815,-0.834453755,1.008647522,2017,1,0,4,2520584,167000000,0.003773329,0,0.0,0
88,88,88,Brian Hoyer,2TM,QB,0.448977591,0.677114732,0.196688542,-0.5242183,-0.542959992,-0.497779848,-0.469229044,-0.601004525,-0.891105739,-1.124264014,-0.722723048,-0.502320806,-1.447469965,-0.048643125,-0.691568041,-0.405770835,-0.497835036,-1.315813431,-0.487183642,-0.765647802,-0.382068391,-0.291752479,-0.076031751,-0.628254669,-0.379640773,-0.917662935,-1.066261109,-1.111238394,0.426014323,-0.566989313,-0.655598329,0.026854308,-0.778254476,-0.420193068,-0.79990823,-0.825223664,-0.23860479,2017,0,1,3,4441470,167000000,0.00886521,3,0.021253985,2
89,89,89,Ryan Fitzpatrick,TAM,QB,0.510003672,1.305596915,-0.721191319,-1.024608496,-0.755642766,-0.741857235,-0.370320036,-0.726077751,-0.598139469,0.253138753,-0.930274282,-0.553188736,-0.562342452,-1.049301706,-0.012132773,0.308045922,0.294175249,-0.24472326,0.22281017,0.518651546,-1.053017762,-1.181058011,-0.990665558,0.406517727,0.557597385,-0.917662935,-0.290798484,-0.625071597,-1.065035807,-0.338426922,-0.166914378,-0.590794771,-0.27638944,-0.009910214,0.532735662,0.337767831,-0.986956178,2017,0,1,1,3000000,167000000,0.017964072,1,0.018623025,0
90,90,90,Brock Osweiler,DEN,QB,0.571029752,-0.370355572,-0.721191319,-0.857811764,-0.755642766,-0.696092725,-0.88134991,-0.736273938,-0.793450316,-0.550346195,-0.515171813,0.006358491,-0.714473743,-0.326603842,-0.497443679,-0.405770835,0.135773192,-0.28480897,-0.610660827,0.069715048,-0.829367972,-0.839017422,-0.549118203,-0.208752346,-0.261003031,-0.917662935,-1.066261109,-1.111238394,-0.170405729,-0.376520654,-0.259368098,0.026854308,-0.477135454,0.195231213,0.366155176,0.125475733,-0.488055253,2017,0,1,1,775000,167000000,0.004640719,1,0.00496614,0
91,91,91,Blaine Gabbert,ARI,QB,0.632055832,-0.160861511,-0.904767291,-0.691015032,-0.763519906,-0.70117767,-0.91431958,-0.737633429,-0.695794892,-0.205995503,-0.307620579,0.31156607,-0.686813508,-0.437788129,-0.400381497,-0.465255565,0.21497422,0.290821826,-0.647703983,-0.85088891,0.139781119,0.130097581,1.469383992,-0.954534253,-0.783009094,1.223550581,0.48466414,-0.625071597,-0.468615755,-0.071770799,-0.140499029,-0.590794771,-0.075643426,-0.215051641,0.116284446,0.651590933,0.75919706,2017,0,1,1,895000,167000000,0.005359281,2,0.011286682,0
92,92,92,Drew Stanton,ARI,QB,0.693081913,0.886608793,-0.904767291,-0.857811764,-0.889554142,-0.762197017,-1.886924825,-0.868144621,-0.695794892,-0.033820157,-0.515171813,0.108094351,-0.769794213,-0.437788129,-1.176878947,-0.762679213,0.135773192,-0.32489468,-0.987266241,-0.538338183,-1.053017762,-1.112649893,-0.959126462,-0.665543764,-0.516074176,0.152943823,-0.290798484,-0.381988198,-1.065035807,-0.566989313,-0.635786818,-0.590794771,-0.577508461,-0.693714971,-0.688854572,-0.732922752,-0.23860479,2017,0,1,2,6500000,167000000,0.019461078,0,0.0,0
93,93,93,Matt Moore,MIA,QB,0.754107993,0.886608793,-1.088343263,-1.191405227,-0.897431282,-0.924915275,0.041800831,-0.890576232,-0.891105739,-0.435562631,-0.515171813,0.515037789,-0.894265269,0.062541161,-0.012132773,-0.405770835,-0.101829894,0.260356687,-0.419271191,-0.436048854,-0.680268112,-0.485575479,0.428593798,-0.320619632,-0.539801724,0.152943823,-0.290798484,-1.111238394,-0.766825781,-0.795551705,-0.622579144,-0.590794771,-0.677881469,-0.55695402,-0.078059455,-0.649851931,-0.986956178,2017,0,1,2,3550000,167000000,0.010628743,1,0.005472901,0
94,94,94,Mike Glennon,CHI,QB,0.815134073,-0.160861511,-1.088343263,-0.857811764,-0.779274185,-0.858810983,0.866042564,-0.909609115,-0.891105739,-0.550346195,-0.515171813,0.362434,-0.866605034,-1.716407427,-0.788630222,-0.822163943,-1.685850464,0.148116698,-0.339011021,-1.385066515,-0.978467832,-0.67939848,-0.5806573,-0.70283286,-0.747417772,-0.917662935,-0.290798484,-0.868154995,-0.468615755,-0.757457973,-0.655598329,-0.590794771,-0.778254476,-0.898856398,-0.633327743,-0.769843117,0.260296135,2017,0,1,3,45000000,167000000,0.089820359,1,0.005991423,2
95,95,95,Bryce Petty,NYJ,QB,0.876160154,-0.579849633,-1.088343263,-1.024608496,-1.078605497,-1.001189458,-1.985833833,-1.106055649,-1.184072009,-1.698181834,-0.930274282,-0.095377368,-1.10171703,-0.77134099,-1.856314216,-1.47649597,-0.973041208,-1.011162035,-1.684912334,-1.09524675,-0.978467832,-0.941629598,-0.170649042,-1.653704791,-1.34060648,-0.917662935,-1.066261109,-1.111238394,-0.468615755,-0.643176777,-0.318802633,-0.590794771,-0.376762447,0.605514068,1.282347851,0.411608561,-0.737505715,2017,1,0,4,2833697,167000000,0.004242061,0,0.0,0
96,96,96,Nick Foles,PHI,QB,0.937186234,-0.160861511,-0.537615347,-1.024608496,-1.062851217,-1.057123859,-0.782440902,-1.110813869,-0.793450316,0.654881226,-1.137825516,-0.451452877,-1.04639656,-1.382854567,-1.468065491,-0.524740294,-1.36904635,-1.961995077,-0.17849068,-1.015688383,-1.202117622,-1.067044481,-0.801430978,-1.122335182,-0.373708886,0.152943823,0.48466414,-0.625071597,-1.065035807,-0.49080185,-0.662202167,-0.590794771,-0.677881469,-0.420193068,-0.827671644,-0.825223664,0.509746597,2017,0,1,2,11000000,167000000,0.032934132,2,0.031038375,1
97,97,97,T.J. Yates,HOU,QB,0.998212315,0.258126611,-1.088343263,-1.024608496,-1.141622615,-1.077463641,-2.084742841,-1.12033031,-0.891105739,0.138355189,-0.930274282,0.108094351,-1.074056795,-1.10489385,-1.371003309,-0.881648673,-0.022628865,-1.094540312,-1.024309396,-0.919081795,-0.605718182,-0.713602539,1.437844895,-1.663027065,-1.073671561,-0.917662935,-1.066261109,-1.111238394,-0.468615755,-0.719364241,-0.345217982,-0.590794771,-0.376762447,-0.009910214,1.920906383,0.319307649,0.260296135,2017,0,1,1,775000,167000000,0.004640719,0,0.0,0
98,98,98,Kevin Hogan,CLE,QB,1.059238395,-0.789343694,-1.088343263,-1.358201959,-1.149499755,-1.189332443,0.025315996,-1.124408785,-0.891105739,0.827056572,-0.515171813,1.939339822,-1.1570375,-0.604564559,0.084929409,-0.762679213,0.056572163,-1.118591738,-0.647703983,-0.544020924,-1.127567692,-1.169656658,0.050124636,0.089560417,-0.723690224,-0.917662935,-1.066261109,-1.111238394,-1.065035807,-0.528895582,-0.213141238,-0.590794771,-0.376762447,-0.283432117,1.060240536,0.780812211,-0.737505715,2017,0,1,2,990000,167000000,0.002964072,0,0.0,0
99,99,99,Sam Bradford,MIN,QB,1.120264475,0.258126611,-1.455495208,-1.191405227,-1.259779712,-1.352050701,2.184829337,-1.216174467,-0.988761163,1.802716865,-1.552927984,-1.468811472,-1.212357969,-0.882525276,2.026173033,2.390011462,0.610979363,-0.129276415,2.593572117,1.496082909,-1.202117622,-1.112649893,0.99629754,1.189588729,1.779566124,-0.917662935,-1.066261109,-0.625071597,-1.363245833,-0.833645437,-0.70182519,-0.590794771,-0.778254476,-1.103997825,-1.327413103,-1.000595397,-0.986956178,2017,0,1,2,36000000,167000000,0.107784431,0,0.0,0
100,100,100,Paxton Lynch,DEN,QB,1.181290556,-1.208331815,-1.455495208,-1.191405227,-1.275533992,-1.34188081,0.915497068,-1.275312351,-1.086416586,0.310530535,-0.930274282,1.939339822,-1.240018204,-1.660815284,-0.206257135,-1.119587592,-1.052242236,-0.826767769,-0.641530123,-1.322556369,-0.903917902,-0.98723501,2.983260638,-1.243524742,-1.554154415,-0.917662935,-1.066261109,-1.111238394,-0.766825781,-0.719364241,-0.483898563,-0.590794771,-0.577508461,-0.283432117,0.754842977,0.522369656,-0.488055253,2017,1,0,4,9476296,167000000,0.014186072,0,0.0,2
101,101,101,Patrick Mahomes,KAN,QB,1.242316636,-1.417825876,-1.63907118,-1.358201959,-1.33855111,-1.392730265,0.289073351,-1.282789554,-1.281727433,-2.214707872,-1.34537675,0.006358491,-1.240018204,-0.493380273,1.249675583,0.308045922,1.402989648,1.361911998,-0.369880317,1.092608335,-1.425767412,-1.397683717,-0.5806573,1.320100563,0.397436434,-0.917662935,-0.290798484,-0.868154995,-1.363245833,-0.643176777,-0.615975306,-0.590794771,-0.778254476,-0.693714971,-0.522274086,0.060865094,-0.986956178,2017,1,0,4,16425786,167000000,0.0245895,0,0.023174077,3
102,102,102,Nathan Peterman,BUF,QB,1.425394877,-1.208331815,-1.088343263,-1.191405227,-1.32279683,-1.321541028,-2.002318668,-1.30454142,-1.086416586,0.138355189,-0.515171813,3.719717364,-1.240018204,-2.161144574,-1.662189853,-2.904129483,-0.497835036,-2.181664767,-2.715946827,-2.078360853,-1.500317342,-1.511697247,-1.652986591,-0.851989241,-2.455801251,-0.917662935,-1.066261109,-0.868154995,-1.065035807,-0.643176777,-0.530125423,-0.590794771,-0.677881469,-0.420193068,0.005230788,-0.326798737,-0.488055253,2017,1,0,4,2639499,167000000,0.003951346,1,0.004971182,3
103,103,103,Landry Jones,PIT,QB,1.486420958,-0.160861511,-1.271919236,-1.358201959,-1.33067397,-1.428324884,3.454161606,-1.313378115,-1.184072009,-0.148603721,-1.34537675,0.362434,-1.322998908,-0.77134099,1.637924308,0.78392376,-0.577036065,-1.913892225,1.043933449,-0.112132647,-1.351217482,-1.397683717,0.775523862,1.282811468,0.616916256,-0.917662935,-1.066261109,-0.868154995,-1.363245833,-0.605083045,-0.74805205,-0.590794771,-0.778254476,-1.03561735,-1.271886275,-1.16673704,-0.737505715,2017,0,1,2,4400000,167000000,0.013173653,0,0.0,1
104,104,104,Geno Smith,NYG,QB,1.547447038,-0.370355572,-1.455495208,-1.358201959,-1.34642825,-1.38764532,-0.469229044,-1.331731252,-1.184072009,-0.607737977,-1.552927984,-1.468811472,-1.336829026,-0.715748846,-0.885692403,0.070107003,-0.814639151,-1.492190555,0.130202281,-0.62357929,-1.351217482,-1.431887776,0.144741926,-0.674866038,0.154229064,-0.917662935,-1.066261109,-1.111238394,-1.065035807,-0.757457973,-0.602767632,-0.590794771,-0.577508461,-0.351812592,-0.078059455,-0.308338555,-0.488055253,2017,0,1,1,1200000,167000000,0.007185629,1,0.006643836,0
105,105,105,Sean Mannion,LAR,QB,1.608473118,-0.789343694,-0.904767291,-1.358201959,-1.33855111,-1.382560374,-0.271411028,-1.350084388,-1.281727433,-2.214707872,-1.552927984,-1.468811472,-1.336829026,-0.548972416,-1.759252034,-0.762679213,-2.161056635,-2.598556152,-0.610660827,-1.851051234,-1.351217482,-1.340676952,0.081663733,-1.607093422,-0.741485885,-0.917662935,-1.066261109,-1.111238394,-1.065035807,-0.566989313,-0.695221353,-0.590794771,-0.477135454,-0.830475923,-0.966488716,-0.899064394,-0.488055253,2017,1,0,4,3250897,167000000,0.004866612,1,0.004755579,1
106,106,106,Scott Tolzien,IND,QB,1.791551359,0.258126611,-1.63907118,-1.358201959,-1.440953927,-1.47917434,-1.837470321,-1.388829898,-1.281727433,-2.214707872,-1.137825516,4.177528732,-1.378319378,-1.549630997,0.279053771,-2.487736375,2.432603019,-1.139436307,-2.999944352,-2.129505518,-1.276667552,-1.238064776,3.45634709,-1.26216929,-2.948147878,-0.917662935,-1.066261109,-1.111238394,-1.065035807,-0.833645437,-0.668806004,-0.590794771,-0.778254476,-0.830475923,-0.633327743,-0.677542204,-0.737505715,2017,0,1,2,3500000,167000000,0.010479042,0,0.0,0
107,107,107,Ben Roethlisberger,PIT,QB,-1.683322692,1.431551927,1.057172598,1.154630825,1.743738754,1.719599489,0.703920243,1.708114288,1.524040127,0.399947969,1.852270623,-0.294184766,1.702742045,1.887456484,0.428812646,0.453151346,0.009505838,1.447595196,0.549191206,1.089611843,0.056896257,0.118570591,-1.260244036,0.767599559,0.676668061,0.493947974,0.83341924,1.108775733,0.443890704,0.136988717,-0.12113599,1.207185128,0.369623178,0.179716997,-0.0070179,-0.368105111,0.733230442,2018,0,1,4,87400000,177200000,0.123306998,2,0.180658874,0
108,108,108,Patrick Mahomes,KAN,QB,-1.621311474,-1.133760423,1.057172598,1.154630825,1.253300114,1.261956371,0.530307627,1.688477456,2.816097267,2.263234975,0.979680608,-0.425021657,1.564112125,1.453558441,1.408107963,1.448188998,0.960089611,1.422767026,1.42817427,1.651853464,0.184622548,0.165554615,-0.976043217,1.553937985,1.553638833,0.493947974,0.238119783,1.867896048,-0.198582684,1.159803723,0.977322239,0.594716203,0.750279883,0.995537578,0.477217197,0.547410279,1.260239823,2018,1,0,4,16425786,177200000,0.023174077,0,0.021819588,2
109,109,109,Matt Ryan,ATL,QB,-1.559300257,0.839556769,1.057172598,1.154630825,1.530504563,1.396840658,1.120590522,1.582315834,1.604793698,0.814011748,-0.111056911,-0.817532329,1.551509405,0.694236868,0.836852361,1.02174429,0.199622592,1.288694905,1.138567133,0.884682653,1.206432879,1.340155211,-0.281330104,0.782868266,0.994273692,-0.202645322,-0.357179674,0.602695523,1.407600786,0.207527683,0.049314425,1.207185128,0.559951531,-0.065029177,0.216475222,-0.225318307,1.523744513,2018,0,1,5,150000000,177200000,0.169300226,0,0.159404888,4
110,110,110,Jared Goff,LAR,QB,-1.497289039,-0.936428704,1.057172598,1.154630825,1.118251793,1.170427748,0.33933375,1.437494198,1.362532984,0.762253776,0.979680608,-0.425021657,1.513701245,0.423050591,1.08167619,0.926978799,0.769972856,1.104966443,0.782909246,0.774336167,0.631664568,0.654188463,-0.565530923,1.088242412,0.984792927,1.887134566,1.428718696,2.120936153,-0.519819378,0.560222512,-0.058006207,0.594716203,-0.011033528,0.016552881,-0.267759875,-0.309310545,2.050753893,2018,1,0,4,27937673,177200000,0.039415453,4,0.178002125,1
111,111,111,Andrew Luck,IND,QB,-1.435277821,0.050229892,1.057172598,1.154630825,1.587367014,1.546176834,0.756004028,1.379197353,1.927807983,0.969285665,1.634123119,-0.337797063,1.551509405,0.314576081,0.102380874,0.405768601,-0.275669294,1.03172334,0.660969399,1.089611843,-0.326282617,-0.182127161,-1.481289118,0.530934595,0.634004618,1.19054127,0.83341924,1.361815838,0.443890704,0.666030961,0.194512926,-0.630221648,0.274459001,1.403447868,-0.0070179,-0.099329951,0.469725752,2018,0,1,5,122970000,177200000,0.138792325,0,0.0,3
112,112,112,Aaron Rodgers,GNB,QB,-1.373266603,1.234220208,1.057172598,1.154630825,1.175114244,1.343850403,-0.112059052,1.286536053,0.797257985,-0.014115811,-1.20179443,-1.210043001,1.097811484,0.694236868,0.26559676,0.737447818,0.29468097,0.91378953,0.605080302,0.48007887,1.653474899,1.875773082,0.066026453,0.179754327,0.638745001,1.19054127,0.83341924,0.349655418,1.407600786,0.560222512,0.958383304,0.594716203,1.035772413,0.587627288,1.147696561,0.530611832,0.469725752,2018,0,1,4,134000000,177200000,0.189051919,0,0.178002125,3
113,113,113,Tom Brady,NWE,QB,-1.311255386,2.418210523,1.057172598,1.154630825,1.196437663,1.213783411,0.495585104,1.233148416,1.12027227,0.451705941,0.761533104,-0.512246251,1.160825084,0.043389804,0.428812646,0.595299582,0.152093404,0.84675347,0.610161129,1.026556707,-0.13469318,-0.0599687,-1.197088299,0.782868266,0.780956477,-0.202645322,0.238119783,1.614855943,0.12265401,-0.145167147,-0.518853624,0.594716203,0.084130649,-0.472939467,-0.640248411,-0.695674838,-0.057283628,2018,0,1,1,30000000,177200000,0.084650113,1,0.122210414,0
114,114,114,Philip Rivers,LAC,QB,-1.249244168,1.628883646,1.057172598,1.154630825,0.997419084,0.915111061,0.929616644,1.204306819,1.362532984,1.07280161,0.979680608,-0.294184766,1.236441405,0.694236868,1.163284134,1.02174429,0.532326913,0.810752623,1.006465632,0.99502914,0.567801423,0.475649172,-0.470797317,1.149317241,1.032196752,1.19054127,0.83341924,1.867896048,-0.198582684,-0.321514562,-0.695617017,-0.630221648,-0.772346939,-0.717685641,-1.049985801,-0.846860866,-0.584293009,2018,0,1,4,83250000,177200000,0.117452032,0,0.110587141,0
115,115,115,Eli Manning,NYG,QB,-1.18723295,1.628883646,1.057172598,1.154630825,1.231976695,1.242687187,0.530307627,1.19878396,0.4742437,-0.324663645,0.761533104,-0.512246251,1.160825084,-0.227796472,0.347204703,0.358385856,0.009505838,0.803304172,0.3408773,0.012419951,1.525748608,1.922757106,0.034448584,0.179754327,0.28321631,-0.202645322,0.238119783,0.096615313,2.050074174,-0.427323011,-0.613548299,-0.017752722,-0.391690233,-0.717685641,-0.714746118,-0.771267852,0.733230442,2018,0,1,4,84000000,177200000,0.118510158,0,0.111583422,0
116,116,116,Kirk Cousins,MIN,QB,-1.125221733,0.247561611,1.057172598,1.154630825,1.551827982,1.387206067,1.242119353,1.198170309,1.201025842,0.399947969,0.5433856,-0.599470844,1.324660445,0.694236868,0.020772931,0.358385856,-0.560844426,0.802062763,0.711777668,0.558897789,1.078706588,1.020663849,-0.37606371,0.118679498,0.411206639,-0.202645322,-0.952479131,0.855735628,0.765127398,0.595491995,0.036688468,-0.017752722,0.274459001,0.261299055,-0.156013314,-0.233717531,1.260239823,2018,0,1,3,84000000,177200000,0.158013544,0,0.148777896,2
117,117,117,Deshaun Watson,HOU,QB,-1.063210515,-1.133760423,1.057172598,1.154630825,0.983203471,0.900659173,0.929616644,1.116554726,0.878011557,0.451705941,0.325238096,-0.555858548,1.123016924,0.585762357,0.918460304,0.926978799,0.389739347,0.699025855,0.884525785,0.679753464,2.483695793,2.16707403,1.108096123,0.439322351,0.596081558,2.583727862,2.024018153,1.614855943,0.12265401,2.53531356,2.738643191,2.432122979,2.272906706,1.485029926,0.886954586,2.008875215,1.260239823,2018,1,0,4,13854281,177200000,0.019546108,0,0.018403668,2
118,118,118,Derek Carr,OAK,QB,-1.001199297,-0.344433546,1.057172598,1.154630825,1.239084501,1.13188938,1.033784214,1.045371211,0.312736558,-0.42817959,0.5433856,-0.555858548,1.060003324,0.20610157,0.183988817,0.31100311,-0.323198483,0.609644441,0.417089704,-0.124199509,1.781201191,1.368345625,0.318649403,0.088142083,0.226331719,1.19054127,0.83341924,-0.156424792,2.371310868,-0.109897664,-0.443097884,-0.017752722,-0.391690233,-0.065029177,-0.454004143,-0.636880272,2.050753893,2018,0,1,5,125000000,177200000,0.141083521,0,0.132837407,3
119,119,119,Drew Brees,NOR,QB,-0.939188079,2.023547085,0.864641164,0.980167376,1.118251793,0.823582437,1.988653603,1.010393104,1.362532984,1.176317555,-0.547351918,-0.904756923,1.060003324,0.531525102,0.918460304,1.163892526,-0.133081728,0.77102755,1.524709983,1.594052924,-0.390145763,-0.304285623,-1.260244036,1.18748901,1.354542766,3.280321158,3.214617067,2.120936153,-0.841056072,0.136988717,-0.600922343,1.819654054,0.179294825,-0.391357409,-0.93823924,-0.754469404,0.206221062,2018,0,1,2,50000000,177200000,0.141083521,0,0.132837407,1
120,120,120,Case Keenum,DEN,QB,-0.877176862,0.247561611,1.057172598,1.154630825,1.125359599,1.290860147,-0.112059052,0.947800702,0.231982987,-0.583453507,1.634123119,-0.206960172,0.833154364,0.097627059,-0.387266784,-0.210207088,-0.275669294,0.485503589,-0.22817532,-0.2292914,0.695527714,0.76695012,-0.597108792,-0.14852288,-0.105495059,1.19054127,1.428718696,0.349655418,1.72883748,-0.039358698,-0.152700882,0.594716203,0.179294825,0.098134939,0.141977514,-0.393302782,1.787249203,2018,0,1,2,36000000,177200000,0.101580135,1,0.018597237,1
121,121,121,Dak Prescott,DAL,QB,-0.815165644,-0.739096985,1.057172598,1.154630825,1.061389342,1.001822389,0.825449075,0.944732447,0.554997272,-0.014115811,0.107090593,-0.686695438,0.896167964,1.507795697,0.26559676,0.453151346,-0.180610917,0.481779363,0.569514513,0.332950221,2.100516919,1.819392254,0.697583829,-0.011104514,0.287956693,1.19054127,2.024018153,1.361815838,0.443890704,1.688845968,1.185650523,3.044591905,1.511593295,0.995537578,0.328221782,0.723793978,2.050753893,2018,1,0,4,2723393,177200000,0.003842259,0,0.003617685,1
122,122,122,Matthew Stafford,DET,QB,-0.753154426,0.247561611,1.057172598,1.154630825,1.139575212,1.141523972,0.547668889,0.878458139,0.4742437,-0.2211477,0.761533104,-0.468633954,1.060003324,0.260338825,-0.224050898,0.074089384,-0.465786049,0.398604992,0.213856626,0.128021032,1.078706588,0.954886215,-0.218174366,-0.133254173,0.084120243,-0.899238619,-0.357179674,0.349655418,1.72883748,-0.074628181,-0.291586405,-0.630221648,-0.106197704,-0.472939467,-0.156013314,-0.510891915,0.469725752,2018,0,1,5,135000000,177200000,0.152370203,0,0.1434644,3
123,123,123,Baker Mayfield,CLE,QB,-0.691143208,-1.133760423,0.672109731,0.631240478,0.734430248,0.809130549,0.148359872,0.846548287,0.958765128,0.710495803,1.415975615,-0.076123282,0.732332604,0.477287846,0.510420589,0.453151346,0.342210158,0.77102755,0.406928051,0.122766437,0.120759403,0.184348224,-0.786576004,0.653084254,0.548677733,1.19054127,1.428718696,0.349655418,0.765127398,0.41914458,0.087192295,-0.630221648,-0.106197704,1.566611984,0.067479807,-0.090930727,0.733230442,2018,1,0,4,32682980,177200000,0.046110299,0,0.043415223,3
124,124,124,Russell Wilson,SEA,QB,-0.629131991,0.247561611,1.057172598,1.154630825,0.521196057,0.524910087,0.460862581,0.676566961,1.604793698,2.056203086,-0.111056911,-0.643083141,0.543291803,0.20610157,0.836852361,1.163892526,0.484797724,0.142874836,1.280830288,0.758572383,1.781201191,1.894566692,1.044940385,0.286635278,0.790437242,0.493947974,1.428718696,1.361815838,0.443890704,1.406690104,1.633871985,-0.630221648,1.321264942,1.974522274,0.886954586,1.093359824,1.523744513,2018,0,1,4,87600000,177200000,0.123589165,4,0.18597237,0
125,125,125,Cam Newton,CAR,QB,-0.567120773,0.050229892,0.672109731,0.805703927,0.805508312,0.73687111,0.860171598,0.644043458,0.716504414,0.451705941,1.197828111,-0.119735579,0.845757084,1.073897654,0.102380874,0.21623762,-0.323198483,0.478055138,0.432332185,0.227858329,0.376211985,0.560220415,-0.502375185,0.202657388,0.254774015,0.493947974,0.238119783,0.349655418,1.086364092,2.605852526,2.340925557,1.819654054,2.558399235,1.077119636,0.588963758,2.050871333,0.469725752,2018,0,1,5,103800000,177200000,0.117155756,0,0.110308183,1
126,126,126,Mitchell Trubisky,CHI,QB,-0.505109555,-0.936428704,0.672109731,0.805703927,0.585166314,0.558631159,0.634475197,0.538495486,0.716504414,0.658737831,0.979680608,-0.119735579,0.480278203,0.423050591,0.26559676,0.358385856,-0.038023351,0.325361889,0.493302109,1.163176167,0.056896257,-0.097555919,-0.691842398,0.47749412,0.463350847,-0.202645322,0.238119783,1.614855943,-0.519819378,1.441959587,1.917956009,1.207185128,1.89225,1.892940216,1.110447708,1.647708593,0.469725752,2018,1,0,4,29032424,177200000,0.040959966,0,0.038565919,2
127,127,127,Carson Wentz,PHI,QB,-0.443098338,-0.541765266,0.094515431,0.282313581,0.51408825,0.399660392,1.155313045,0.447061488,0.4742437,0.503463913,-0.111056911,-0.599470844,0.581099963,-0.227796472,0.510420589,0.642682327,-0.133081728,0.937376292,0.838798343,0.690262653,0.503938277,0.456855563,-0.060285022,0.424053644,0.605562323,0.493947974,0.238119783,0.096615313,0.443890704,0.242797166,-0.152700882,-0.630221648,-0.106197704,-0.228193293,-0.193262168,-0.166523741,1.260239823,2018,1,0,4,26676338,177200000,0.037635917,4,0.170031881,1
128,128,128,Jameis Winston,TAM,QB,-0.38108712,-0.936428704,0.094515431,-0.066613317,0.265315027,0.288862584,0.287249965,0.396742106,0.312736558,0.399947969,1.415975615,0.272775093,0.492880923,0.097627059,0.673636475,0.358385856,0.484797724,0.844270653,0.229099107,0.910955626,0.248485694,0.033999348,-0.218174366,0.691256022,0.363802813,-0.899238619,-0.357179674,-0.409464897,0.443890704,0.77183941,1.034139044,-0.017752722,0.940608236,0.179716997,0.92420344,1.261344299,0.733230442,2018,1,0,4,25351277,177200000,0.035766474,0,0.033675979,0
129,129,129,Sam Darnold,NYJ,QB,-0.319075902,-1.528423862,0.479578298,0.631240478,0.229775995,0.462285239,-0.910677086,0.318808429,0.151229415,-0.065873783,1.634123119,0.229162796,0.215621083,0.748474123,-0.142442955,-0.210207088,0.342210158,0.203703854,-0.411085091,-0.155727076,0.440075131,0.475649172,-0.186596497,-0.079813697,-0.176600797,-0.202645322,-0.357179674,-0.156424792,1.407600786,0.595491995,0.131383143,-0.017752722,0.655115707,0.995537578,-0.044266754,0.009859958,0.206221062,2018,1,0,4,30247715,177200000,0.042674541,0,0.04018028,3
130,130,130,Blake Bortles,JAX,QB,-0.257064684,-0.541765266,0.479578298,0.45677703,0.258207221,0.409294984,-0.459284284,0.228601733,-0.17178487,-0.531695535,0.761533104,-0.163347876,0.165210202,0.965423144,-0.305658841,-0.162824343,-0.038023351,0.06342469,-0.299306898,-0.287091941,0.503938277,0.184348224,-0.091862891,-0.179060295,-0.138677737,-0.899238619,-0.357179674,-0.409464897,1.407600786,1.089264757,1.564429223,-0.017752722,1.797085824,2.056104332,1.147696561,1.479724117,0.996735132,2018,0,1,3,54000000,177200000,0.101580135,0,0.0,2
131,131,131,Andy Dalton,CIN,QB,-0.195053467,0.444893331,0.094515431,0.282313581,0.137374512,0.226237736,-0.181504099,0.135326781,0.4742437,0.814011748,0.761533104,-0.032510985,0.240826523,-0.71593177,-0.060835012,0.121472129,0.057035026,0.363845553,0.198614145,0.553643194,-0.13469318,0.033999348,-0.62868666,0.111045144,0.207370189,1.19054127,1.428718696,0.096615313,0.443890704,-0.392053528,-0.114823012,-0.630221648,-0.48685441,0.424463172,1.110447708,-0.124527622,-0.847797699,2018,0,1,6,96000000,177200000,0.090293454,0,0.08501594,1
