,Unnamed: 0.1,Unnamed: 0,Player,Tm,Pos,Rk,Age,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Fmb,Year,Rookie,Vet,Con_Len,Con_Sal,Cap,%Cap,New_Con_Len,New_Perc_Cap,Con_Yrs_Lft
12,12,12,Charles Clay,BUF,TE,-1.2370302863458709,0.0918963167933078,0.584783413965991,1.7011939019986848,1.400929943520057,1.3388168116407126,-0.0655977401501115,1.0044831293925516,-0.1170701271078888,0.9960394330976738,0.560415937558251,0.6827571168825131,-0.224810614028849,1.2070211794311672,-0.5261117967456477,2016,0.0,1.0,5.0,38000000.0,155270000.0,0.048946995556128,0,0.0455089820359281,3
13,13,13,Gary Barnidge,CLE,TE,-1.2135087536061109,1.4067205416821662,0.8580741551661776,1.9203227564112573,1.257915141382444,1.2542886626369203,0.0358673714334288,1.224693551032847,0.2357662282033857,0.0459710507583541,1.4044431795488157,0.8638305347629514,0.1759699694475018,0.9536284713338792,-0.5261117967456477,2016,0.0,1.0,3.0,12300000.0,155270000.0,0.0264056160237006,0,0.0,1
14,14,14,Martellus Bennett,NWE,TE,-1.2056682426928576,0.749308429237737,0.8580741551661776,1.043807338760966,1.000488497534741,1.2542886626369203,0.5558760682990754,1.5513390097992852,0.6390077771305566,2.4211420066066536,1.1934363690511745,1.769197624165143,0.8773359905311157,0.9536284713338792,-0.5261117967456477,2016,0.0,1.0,4.0,20400000.0,155270000.0,0.0328460101758227,3,0.0419161676646706,0
15,15,15,C.J. Fiedorowicz,HOU,TE,-1.1743061990398442,-0.5655157956511213,0.584783413965991,1.7011939019986848,1.458135864375102,1.212024588135024,-0.3699930749007336,1.030174345250586,0.0593480505477486,0.9960394330976738,1.1231007655519607,-0.1622521665595325,-0.224810614028849,1.0803248253825233,1.431024087148162,2016,1.0,0.0,4.0,3195116.0,155270000.0,0.0051444516004379,3,0.0429141716566866,1
16,16,16,Antonio Gates,SDG,TE,-1.1507846663000842,3.050250822793239,0.3114926727658043,0.386420775523247,1.5725477060851925,1.1697605136331275,-0.6046311454376718,0.989802434616532,0.0341454537398005,2.4211420066066536,1.4044431795488157,-0.1018943605993864,-0.3584041418542991,1.2070211794311672,1.431024087148162,2016,0.0,1.0,2.0,11000000.0,155270000.0,0.0354221678366716,0,0.0329341317365269,1
17,17,17,Coby Fleener,NOR,TE,-1.0802200680808045,0.4206023730155224,0.8580741551661776,0.167291921110674,1.2293121809549217,1.042968290127439,-0.3065773801610206,1.2944268512189403,0.6138051803226086,0.521005241928014,0.9824295585535332,1.286335176483974,0.2761651153165895,0.7635839402609134,3.388159971041971,2016,0.0,1.0,5.0,36000000.0,155270000.0,0.0463708378952791,0,0.0431137724550898,4
18,18,18,Ryan Griffin,HOU,TE,-1.072379557167551,-0.2368097394289067,0.8580741551661776,-0.4900946421270448,1.0290914579622636,1.042968290127439,0.0675752188032853,0.6007640230520102,-0.3438934983794221,0.0459710507583541,0.3494091270606099,0.9845461466832436,-0.3250057598979367,0.7635839402609134,1.431024087148162,2016,1.0,0.0,4.0,2238680.0,155270000.0,0.0036044953951181,3,0.0179640718562874,0
19,19,19,Lance Kendricks,LAR,TE,-1.0645390462542976,0.4206023730155224,0.8580741551661776,1.9203227564112573,1.400929943520057,1.042968290127439,-0.5729232980678153,0.8099639236102907,-0.0414623366840441,0.0459710507583541,0.560415937558251,0.9241883407230976,-0.4252009057670243,0.7635839402609134,1.431024087148162,2016,0.0,1.0,4.0,18500000.0,155270000.0,0.0297868229535647,2,0.0119760479041916,2
20,20,20,Will Tye,NYG,TE,-1.0253364916880312,-0.5655157956511213,0.8580741551661776,0.60554962993582,0.9146796162521732,0.9584401411236466,0.1309909135429983,0.4282658594337787,-0.4951090792271115,-0.4290631404113057,0.1384023165629688,-0.1018943605993864,-0.4585992877233871,0.7002357632365913,-0.5261117967456477,2016,0.0,1.0,1.0,525000.0,155270000.0,0.0033812069298641,0,0.0,0
21,21,21,Zach Miller,CHI,TE,-1.0018149589482712,1.7354265979043806,-0.7816702920349422,0.167291921110674,0.7430618536870379,0.9161760666217504,0.4353862482936213,0.7622516655882268,0.0341454537398005,0.9960394330976738,0.9824295585535332,0.3206102811216363,0.2093683514038643,1.7771547726500654,-0.5261117967456477,2016,0.0,1.0,2.0,5500000.0,155270000.0,0.0177110839183358,0,0.0164670658682634,1
22,22,22,Vernon Davis,WAS,TE,-0.9782934262085112,1.7354265979043806,0.8580741551661776,1.4820650475861117,0.6000470515494251,0.7893838431160617,0.5114850819812762,1.1182585139067045,0.790223357978246,0.0459710507583541,0.560415937558251,0.9241883407230976,0.9775311364002036,0.5735394091879472,-0.5261117967456477,2016,0.0,1.0,1.0,2400000.0,155270000.0,0.015456945965093,3,0.029940119760479,0
23,23,23,Jesse James,PIT,TE,-0.8371642297699514,-1.551633964317765,0.8580741551661776,1.2629361931735388,0.6286500119769476,0.5780634706065806,-0.097305587519968,0.2190659588754981,-0.3690960951873707,0.521005241928014,0.4197447305598236,-0.2829677784798247,-0.4585992877233871,0.3201467010906593,-0.5261117967456477,2016,1.0,0.0,4.0,2488912.0,155270000.0,0.0040073935724866,0,0.0037259161676646,2
24,24,24,Trey Burton,PHI,TE,-0.8058021861169381,-0.5655157956511213,0.584783413965991,-0.7092234965396178,0.6286500119769476,0.4935353216027881,-0.3065773801610206,0.1786940482414439,-0.3438934983794221,-0.4290631404113057,0.4900803340590374,0.1998946692013441,-0.4919976696797495,0.3834948781149814,-0.5261117967456477,2016,0.0,1.0,3.0,1537500.0,155270000.0,0.0033007020029625,1,0.016443113772455,0
25,25,25,Jermaine Gresham,ARI,TE,-0.7901211642904314,0.4206023730155224,0.8580741551661776,1.4820650475861117,0.6572529724044702,0.4935353216027881,-0.3699930749007336,0.413585164657759,0.1097532441636448,0.0459710507583541,0.3494091270606099,0.3206102811216363,-0.1914122320724862,0.2567985240663373,1.431024087148162,2016,0.0,1.0,1.0,3500000.0,155270000.0,0.0225413795324273,4,0.0419161676646706,0
26,26,26,Hunter Henry,SDG,TE,-0.7509186097241649,-1.551633964317765,0.584783413965991,0.60554962993582,0.4284292889842896,0.4512712471008919,0.0865999272251999,0.7328902760361873,0.790223357978246,2.896176197776313,1.1231007655519607,1.8295554301252888,0.6769456987929404,0.3201467010906593,1.431024087148162,2016,1.0,0.0,4.0,6380307.0,155270000.0,0.0102729229728859,0,0.0095513577844311,3
27,27,27,Dwayne Allen,IND,TE,-0.7430780988109116,-0.2368097394289067,0.3114926727658043,1.4820650475861117,0.399826328556767,0.4090071725989956,0.0485505103813716,0.4686377700678329,0.3617792122431267,1.9461078154369933,0.7714227480558922,-0.3433255844399708,0.2761651153165895,0.3834948781149814,1.431024087148162,2016,0.0,1.0,4.0,29400000.0,155270000.0,0.0473368970180975,0,0.0440119760479041,3
28,28,28,Clive Walford,OAK,TE,-0.6489919678518717,-0.5655157956511213,0.584783413965991,0.167291921110674,0.399826328556767,0.3244790235952032,-0.1924291296295374,0.2961396064496015,0.1853610345874896,0.521005241928014,0.3494091270606099,0.139536863241198,-0.0244203222906734,0.1934503470420155,-0.5261117967456477,2016,1.0,0.0,4.0,3345450.0,155270000.0,0.0053865041540542,1,0.0038257173219978,2
29,29,29,Jared Cook,GNB,TE,-0.5784273696325918,0.749308429237737,-0.7816702920349422,-0.4900946421270448,0.3712233681292445,0.1976868000895145,-0.4904828949061886,0.3622027329416901,0.6138051803226086,-0.4290631404113057,0.3494091270606099,1.1052617586035358,0.1425715874911394,0.7002357632365913,1.431024087148162,2016,0.0,1.0,1.0,2750000.0,155270000.0,0.0177110839183358,2,0.0317365269461077,0
30,30,30,Richard Rodgers,GNB,TE,-0.5470653259795786,-0.8942218518733359,0.8580741551661776,-0.2709657877144719,0.2568115264191542,0.1976868000895145,-0.1734044212076237,-0.0268356786228316,-0.2934883047635259,0.0459710507583541,0.0680667130637551,-0.4036833904001169,-0.3918025238106619,0.0034058159690494,-0.5261117967456477,2016,1.0,0.0,4.0,2761016.0,155270000.0,0.0044455078250788,0,0.0041332574850299,1
31,31,31,Julius Thomas,JAX,TE,-0.5392248150663252,0.4206023730155224,-1.054961033235129,-0.2709657877144719,0.3712233681292445,0.1976868000895145,-0.4904828949061886,0.0098660583172175,-0.1926779175317331,0.9960394330976738,0.0680667130637551,-0.2829677784798247,-0.4919976696797495,0.8902802943095572,-0.5261117967456477,2016,0.0,1.0,5.0,46000000.0,155270000.0,0.0592516261995234,2,0.0365269461077844,0
32,32,32,Garrett Celek,SFO,TE,-0.5235437932398186,0.4206023730155224,0.8580741551661776,-0.2709657877144719,0.3426204077017219,0.1554227255876183,-0.5412154506979588,0.2631080432035572,0.4877921962828676,0.521005241928014,0.4197447305598236,0.139536863241198,0.008978059665689,-0.0599423610552724,3.388159971041971,2016,0.0,1.0,4.0,10200000.0,155270000.0,0.0164230050879113,0,0.0152694610778443,3
33,33,33,Tyler Eifert,CIN,TE,-0.5078627714133119,-0.2368097394289067,-1.3282517744353155,-1.1474812053647636,0.2568115264191542,0.1554227255876183,-0.3065773801610206,0.4245956857397738,0.8658311484020903,1.4710736242673337,0.6307515410574648,2.5538491016470424,0.4765554070547651,1.0803248253825233,-0.5261117967456477,2016,1.0,0.0,4.0,8256001.0,155270000.0,0.0132929751400785,0,0.0123592829341317,0
34,34,34,Dion Sims,MIA,TE,-0.4216171513675254,-0.5655157956511213,0.3114926727658043,0.8246784843483929,-0.0864239987111166,0.0286305020819296,0.4924603735593625,-0.0818882840329055,-0.0918675302999403,0.9960394330976738,-0.0022688904354585,-0.0415365546392402,0.1091732055347766,0.0034058159690494,-0.5261117967456477,2016,1.0,0.0,4.0,2627552.0,155270000.0,0.0042306176337991,3,0.0359281437125748,0
35,35,35,Rob Gronkowski,NWE,TE,-0.4059361295410187,0.0918963167933078,-1.3282517744353155,-0.2709657877144719,-0.0006151174285489,-0.0136335724199665,-0.0465730317281978,0.9604410450644926,2.882038893037945,0.521005241928014,0.4197447305598236,1.4674085943644126,2.413661560523794,0.7635839402609134,-0.5261117967456477,2016,0.0,1.0,6.0,54000000.0,155270000.0,0.0579635473690989,0,0.0538922155688622,1
36,36,36,C.J. Uzomah,CIN,TE,-0.3980956186277654,-1.2229279080955504,-0.7816702920349422,0.167291921110674,-0.0006151174285489,-0.0136335724199665,-0.0465730317281978,-0.1626321053010138,-0.1926779175317331,-0.4290631404113057,-0.0022688904354585,1.5277664003245586,-0.2582089959852115,0.3834948781149814,-0.5261117967456477,2016,1.0,0.0,4.0,2492762.0,155270000.0,0.004013592451858,0,0.0037316796407185,2
37,37,37,Virgil Green,DEN,TE,-0.3275310204084855,0.4206023730155224,-0.2350888096345689,0.8246784843483929,-0.0292180778560714,-0.1404257959256552,-0.4460919085883894,-0.151621584218999,0.1601584377795415,-0.4290631404113057,-0.0726044939346722,0.139536863241198,-0.1914122320724862,-0.0599423610552724,-0.5261117967456477,2016,0.0,1.0,3.0,8400000.0,155270000.0,0.0180331036259419,0,0.0167664670658682,1
38,38,38,Jacob Tamme,ATL,TE,-0.3040094876687256,1.4067205416821662,-1.3282517744353155,-0.4900946421270448,-0.2008358404212069,-0.1404257959256552,0.2831885809183098,-0.250716273957132,-0.167475320723785,0.521005241928014,-0.0726044939346722,-0.5847568082805553,-0.0578187042470361,0.5735394091879472,-0.5261117967456477,2016,0.0,1.0,2.0,3200000.0,155270000.0,0.0103046306433953,0,0.0,0
39,39,39,Marcedes Lewis,JAX,TE,-0.217763867622939,1.7354265979043806,-0.7816702920349422,0.60554962993582,-0.2294388008487294,-0.2249539449294477,0.0105010935375442,-0.4011933954113338,-0.4195012888032668,-0.4290631404113057,-0.3539469079315271,0.5016836990020748,-0.4585992877233871,0.0667539929933714,-0.5261117967456477,2016,0.0,1.0,3.0,12000000.0,155270000.0,0.0257615766084884,0,0.0239520958083832,2
40,40,40,Austin Hooper,ATL,TE,-0.1785613130566724,-1.551633964317765,0.3114926727658043,-0.9283523509521908,-0.3152476821312971,-0.2672180194313439,0.2451391640744824,-0.0268356786228316,1.042249326057728,0.521005241928014,0.1384023165629688,0.9241883407230976,1.010929518356566,-0.3133350691525605,-0.5261117967456477,2016,1.0,0.0,4.0,3213428.0,155270000.0,0.0051739357248663,0,0.0048105209580838,3
41,41,41,Ben Koyack,JAX,TE,-0.1707208021434191,-1.2229279080955504,0.3114926727658043,-0.0518369333018989,-0.4010565634138649,-0.2672180194313439,0.8031972777839564,-0.4305547849633732,-0.4195012888032668,-0.4290631404113057,-0.2836113044323133,-0.7054724202008475,-0.0912170862033986,-0.3133350691525605,-0.5261117967456477,2016,0.0,1.0,2.0,990000.0,155270000.0,0.0031879951053004,0,0.0029640718562874,1
42,42,42,Ladarius Green,PIT,TE,-0.1236777366638992,-0.2368097394289067,-1.874833256835689,-1.1474812053647636,-0.1150269591386392,-0.3094820939332401,-0.8646354938704951,0.0942800532793307,1.69751684306438,-0.4290631404113057,-0.1429400974338859,0.5016836990020748,0.643547316836578,0.7002357632365913,-0.5261117967456477,2016,0.0,1.0,4.0,20000000.0,155270000.0,0.0322019707606105,0,0.0,3
43,43,43,Mychal Rivera,OAK,TE,-0.1079967148373925,-0.2368097394289067,0.0382019315656176,-1.1474812053647636,-0.3724536029863423,-0.3094820939332401,0.3466042756580228,-0.3167794004492206,0.1349558409715929,-0.4290631404113057,-0.2132757009330997,-0.1018943605993864,0.242766733360227,-0.3133350691525605,-0.5261117967456477,2016,1.0,0.0,4.0,2264852.0,155270000.0,0.0036466348940555,0,0.0,0
44,44,44,Jerell Adams,NYG,TE,-0.021751094791606,-0.8942218518733359,0.0382019315656176,-1.1474812053647636,-0.4868654446964326,-0.3940102429370326,0.6129501935648175,-0.5736915590295653,-0.6463246600748006,-0.4290631404113057,-0.4242825114307408,-0.8865458380812858,-0.3918025238106619,-0.4400314232012045,1.431024087148162,2016,1.0,0.0,4.0,2482855.0,155270000.0,0.0039976412056417,0,0.0037168488023952,3
45,45,45,A.J. Derby,2TM,TE,0.0174514597746605,-0.5655157956511213,-0.7816702920349422,-0.9283523509521908,-0.5154684051239552,-0.3940102429370326,0.8539298335757266,-0.4342249586573781,-0.0414623366840441,-0.9040973315809656,-0.9869673394244504,-0.7054724202008475,0.3429618792293147,-0.1866387151039164,1.431024087148162,2016,1.0,0.0,4.0,2392053.0,155270000.0,0.0038514410381915,0,0.0035809176646706,2
46,46,46,Larry Donnell,NYG,TE,0.0566540143409271,0.4206023730155224,0.3114926727658043,-0.2709657877144719,-0.45826248426891,-0.4362743174389288,0.1056246356471136,-0.6837967698497129,-1.0243636121940234,-0.4290631404113057,-0.7759605289268093,-0.8261880321211398,-0.9261766351124628,-0.5033796002255264,1.431024087148162,2016,0.0,1.0,1.0,1671000.0,155270000.0,0.010761898628196,0,0.0,0
47,47,47,Josh Hill,NOR,TE,0.0723350361674338,-0.2368097394289067,-1.054961033235129,0.167291921110674,-0.45826248426891,-0.4362743174389288,0.1056246356471136,-0.4745968692914323,-0.0666649334919922,-0.4290631404113057,-0.5649537184291682,0.3809680870817825,-0.0578187042470361,-0.1232905380795945,-0.5261117967456477,2016,0.0,1.0,3.0,7100000.0,155270000.0,0.0152422661600223,0,0.0141716566866267,2
48,48,48,Erik Swoope,IND,TE,0.1036970798204471,-0.8942218518733359,0.8580741551661776,-0.7092234965396178,-0.45826248426891,-0.4362743174389288,0.1056246356471136,0.0685888374212963,2.428392150494878,-0.4290631404113057,-0.1429400974338859,0.9845461466832436,2.179872886829256,-0.6300759542741704,-0.5261117967456477,2016,0.0,1.0,2.0,960000.0,155270000.0,0.0030913891930186,0,0.0,0
49,49,49,Luke Willson,SEA,TE,0.1115375907337004,-0.2368097394289067,-0.5083795508347556,-0.2709657877144719,-0.4868654446964326,-0.4362743174389288,0.3085548588141954,-0.5480003431715308,-0.3942986919953187,0.0459710507583541,-0.4946181149299545,-0.5847568082805553,-0.2916073779415742,-0.3133350691525605,-0.5261117967456477,2016,1.0,0.0,4.0,2338532.0,155270000.0,0.0037652669543376,1,0.0107784431137724,0
50,50,50,Brent Celek,PHI,TE,0.1193781016469537,1.4067205416821662,0.8580741551661776,0.167291921110674,-0.5440713655514777,-0.4785383919408251,0.454410956715535,-0.4525758271274027,0.2357662282033857,-0.9040973315809656,-0.4242825114307408,-0.2829677784798247,0.4097586431420396,-0.6300759542741704,1.431024087148162,2016,0.0,1.0,3.0,13000000.0,155270000.0,0.0279083746591958,3,0.0259481037924151,2
51,51,51,Darren Fells,ARI,TE,0.1350591234734603,1.0780144854599516,0.3114926727658043,-0.0518369333018989,-0.5726743259790004,-0.4785383919408251,0.7144153051483579,-0.4562460008214076,0.2105636313954376,-0.4290631404113057,-0.4946181149299545,0.5016836990020748,0.54335217096749,-0.5667277772498484,-0.5261117967456477,2016,0.0,1.0,1.0,600000.0,155270000.0,0.0038642364912732,1,0.0059880239520958,0
52,52,52,Austin Seferian-Jenkins,2TM,TE,0.2526667871722602,-0.8942218518733359,-1.054961033235129,-1.1474812053647636,-0.5154684051239552,-0.5208024664427213,-0.097305587519968,-0.4562460008214076,0.4121844058590233,-0.4290631404113057,-0.9869673394244504,0.0791790572810519,0.242766733360227,-0.3133350691525605,-0.5261117967456477,2016,1.0,0.0,4.0,5254920.0,155270000.0,0.0084609390094673,0,0.0078666467065868,1
53,53,53,Levine Toilolo,ATL,TE,0.2605072980855135,-0.5655157956511213,0.8580741551661776,0.8246784843483929,-0.5440713655514777,-0.5208024664427213,0.1183077745950564,-0.0525268944808661,2.5544051345346186,0.0459710507583541,-0.2132757009330997,1.0449039526433896,2.3134664146547066,-0.6934241312984923,-0.5261117967456477,2016,1.0,0.0,4.0,2460584.0,155270000.0,0.0039617827011013,3,0.0239520958083832,0
54,54,54,Xavier Grimble,PIT,TE,0.3545934290445534,-0.8942218518733359,0.0382019315656176,-1.1474812053647636,-0.4868654446964326,-0.6053306154465138,-0.8963433412403515,-0.5883722538055849,0.1349558409715929,0.0459710507583541,-0.4242825114307408,-0.5243990023204091,-0.4585992877233871,-0.6934241312984923,-0.5261117967456477,2016,0.0,1.0,1.0,450000.0,155270000.0,0.0028981773684549,1,0.0032335329341317,0
55,55,55,Tyler Higbee,LAR,TE,0.3624339399578067,-1.2229279080955504,0.8580741551661776,-0.0518369333018989,-0.258041761276252,-0.6053306154465138,-1.8158709149661896,-0.7094879857077473,-0.6211220632668523,-0.4290631404113057,-0.7759605289268093,0.139536863241198,-1.3603556005451762,-0.7567723083228144,-0.5261117967456477,2016,1.0,0.0,4.0,2920860.0,155270000.0,0.0047028724157918,0,0.0043725449101796,3
56,56,56,Seth Devalve,CLE,TE,0.4016364945240733,-1.2229279080955504,-0.2350888096345689,-1.1474812053647636,-0.7442920885441358,-0.64759468994841,1.0632016262167792,-0.5553406905595406,0.6390077771305566,0.0459710507583541,-0.5649537184291682,-0.2226099725196786,1.211319810094741,-0.6934241312984923,-0.5261117967456477,2016,1.0,0.0,4.0,2723393.0,155270000.0,0.0043849310877825,0,0.0040769356287425,0
57,57,57,Ed Dickson,CAR,TE,0.4094770054373266,0.749308429237737,0.8580741551661776,0.167291921110674,-0.5440713655514777,-0.64759468994841,-0.8836602022924088,-0.5296494747015061,0.8154259547861942,-0.4290631404113057,-0.4946181149299545,-0.0415365546392402,0.0423764416220514,-0.8201204853471364,-0.5261117967456477,2016,0.0,1.0,3.0,6100000.0,155270000.0,0.0130954681093149,0,0.0121756487025948,1
58,58,58,Tyler Kroft,CIN,TE,0.4251580272638332,-0.8942218518733359,0.3114926727658043,0.8246784843483929,-0.7442920885441358,-0.64759468994841,1.0632016262167792,-0.6837967698497129,-0.2430831111476297,-0.9040973315809656,-0.7759605289268093,-0.4640411963602631,0.242766733360227,-0.7567723083228144,-0.5261117967456477,2016,1.0,0.0,4.0,3001276.0,155270000.0,0.0048323500998261,0,0.0044929281437125,2
59,59,59,John Phillips,2TM,TE,0.4408390490903399,0.749308429237737,0.8580741551661776,-0.0518369333018989,-0.6584832072615681,-0.64759468994841,0.0105010935375442,-0.7572002437298113,-0.7471350473065932,-0.4290631404113057,-0.9869673394244504,-0.7658302261609936,-0.7257863433742876,-0.8201204853471364,-0.5261117967456477,2016,0.0,1.0,1.0,760000.0,155270000.0,0.0048946995556128,1,0.0051636568848758,0
60,60,60,Rhett Ellison,MIN,TE,0.4878821145698598,0.4206023730155224,0.584783413965991,-0.2709657877144719,-0.6870861676890906,-0.6898587644503062,-0.1416965738377672,-0.8122528491398852,-0.9739584185781268,-0.9040973315809656,-0.846296132426023,-0.4640411963602631,-0.9595750170688256,-0.8201204853471364,-0.5261117967456477,2016,0.0,1.0,1.0,1750000.0,155270000.0,0.0112706897662136,4,0.0269461077844311,0
61,61,61,Jeff Heuerman,DEN,TE,0.5114036473096197,-0.8942218518733359,-0.2350888096345689,-1.1474812053647636,-0.6012772864065229,-0.6898587644503062,-0.8646354938704951,-0.5039582588434717,1.395085681369002,-0.9040973315809656,-0.4946181149299545,0.139536863241198,0.4431570250984026,-0.6934241312984923,-0.5261117967456477,2016,1.0,0.0,4.0,2813806.0,155270000.0,0.0045305049269015,0,0.0042122844311377,2
62,62,62,Brandon Bostick,NYJ,TE,0.566287223702393,0.0918963167933078,0.8580741551661776,-0.0518369333018989,-0.7728950489716583,-0.7321228389522024,0.3909952619758221,-0.7902318069758556,-0.5707168696509558,-0.9040973315809656,-0.846296132426023,-0.8865458380812858,-0.4252009057670243,-0.8834686623714584,-0.5261117967456477,2016,0.0,1.0,1.0,600000.0,155270000.0,0.0038642364912732,0,0.0,0
63,63,63,Jordan Cameron,MIA,TE,0.5741277346156464,0.4206023730155224,-2.6947054804362485,-0.9283523509521908,-0.7728950489716583,-0.7321228389522024,0.3909952619758221,-0.8012423280578704,-0.6715272568827486,-0.4290631404113057,-0.7759605289268093,-0.946903644041432,-0.4919976696797495,0.5101912321636255,-0.5261117967456477,2016,0.0,1.0,2.0,15000000.0,155270000.0,0.0483029561409158,0,0.0,1
64,64,64,Anthony Fasano,TEN,TE,0.5819682455288997,1.7354265979043806,0.8580741551661776,0.60554962993582,-0.7156891281166131,-0.7321228389522024,-0.3192605191089634,-0.7168283330957572,0.0593480505477486,0.0459710507583541,-0.5649537184291682,-0.7054724202008475,-0.1914122320724862,-0.8834686623714584,-0.5261117967456477,2016,0.0,1.0,2.0,5250000.0,155270000.0,0.0169060346493205,1,0.0164670658682634,0
