,Unnamed: 0.1,Unnamed: 0,Player,Tm,Pos,Rush_Rk,Age,G,GS,Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Lng,Y/A,Y/G,Rush_Fmb,Rec_Rk,Tgt,Rec,Ctch%,Rec_Yds,Y/R,Rec_TD,Rec_1D,Rec_Lng,Y/Tgt,R/G,Rec_Fmb,Year,Rookie,Vet,Con_Len,Con_Sal,Cap,%Cap,New_Con_Len,New_Perc_Cap,Con_Yrs_Lft
10,10,10,Jordan Howard,CHI,RB,-0.9205260476239706,-1.292690031908906,0.6463674887053168,1.3665742737586786,1.587532743384536,2.144357879663136,0.6353535306358974,2.210540680796292,1.7990834313256567,1.1184757546282362,1.9150907012748744,0.5592667227744376,-0.6329185498670572,0.88856948351865,0.4124098515653412,-0.8288087539720614,0.7810807544156405,0.7518362342451713,0.1563386139790202,0.5111242782874338,0.470754531903912,0.0308139771670628,0.1517338862654796,0.6194017794764383,2016,1.0,0.0,4.0,2588022.0,155270000.0,0.0041669704385908,0,0.0038742844311377,3
11,11,11,LeSean McCoy,BUF,RB,-0.9044908503931548,0.7413409693079889,0.6463674887053168,1.7664400580417647,1.38321290102861,2.027741896340804,2.4182618963410367,1.4319189974648108,2.0943342739778386,1.3080126143510846,1.8002357448934947,1.2863134623812065,-1.263130005851022,1.179756104806856,1.5663643400799017,0.8063885746939506,1.146576913805343,-0.2246071427828673,0.1563386139790202,1.1435101838216313,0.8907838711453788,0.0995256044131568,1.2595544107198966,1.3521087625156396,2016,0.0,1.0,5.0,40000000.0,155270000.0,0.0515231532169768,0,0.0479041916167664,3
12,12,12,Devonta Freeman,ATL,RB,-0.8884556531623391,-0.614679698169941,0.8914484948394161,1.966372950183308,1.3037551845568611,1.5511374427625757,1.9088595061395683,1.8899317523656816,2.0943342739778386,0.7394020351825396,1.1455624935196302,-0.1677800168323313,-1.3856711222923483,1.5125408148505204,1.786165195035056,0.553125688772615,1.8145526533796268,0.2331006901990256,0.9988300337548516,1.7758960893558289,0.5307587232241215,0.4087279270205789,1.3386844481809264,-0.113305203562763,2016,1.0,0.0,4.0,2704424.0,155270000.0,0.0043543891286146,5,0.0494011976047904,1
13,13,13,Jeremy Hill,CIN,RB,-0.8724204559315234,-0.614679698169941,0.6463674887053168,1.3665742737586786,1.2469996727913262,0.9427062254286678,1.3994571159381,0.97390624256394,2.045125800202475,-0.2082822634317014,0.7052851607243408,-0.8948267564391003,-0.3878363169844043,-0.0681865578568848,-0.0271918583449674,0.2613227984719464,-0.0003248277278613,0.1415591236026473,-0.6861528057968111,-0.2477388083536031,-0.0692831899779738,0.1682372316592507,-0.2439163010396693,-0.8460121866019643,2016,1.0,0.0,4.0,3753602.0,155270000.0,0.0060436690925484,0,0.0056191646706586,1
14,14,14,Matt Forte,NYJ,RB,-0.8563852587007077,1.758356469916436,0.4012864825712174,1.3665742737586786,1.2015952633788982,0.8767928435508278,0.8900547257366316,0.5158934876630689,-0.0216300983627971,-0.3030506932931252,0.7895121287373527,-0.1677800168323313,-0.7116949818650528,0.5973828622304437,0.4673600653041299,-0.1791343944347235,0.5605227271977167,0.2941284012632783,0.1563386139790202,0.2581699160737548,0.8307796798251692,0.0651697907901096,0.3099939611875393,-0.113305203562763,2016,0.0,1.0,3.0,12000000.0,155270000.0,0.0257615766084884,0,0.0239520958083832,2
15,15,15,Jonathan Stewart,CAR,RB,-0.840350061469892,1.080346136177471,0.1562054764371181,1.3665742737586786,1.2015952633788982,0.9046792743452986,1.3994571159381,1.111310069034201,0.7164970082676572,-0.2082822634317014,0.99242255167779,1.2863134623812065,0.6362572989895383,-0.3177750903896331,-0.7415446369492191,-1.9244460213274024,-0.7187138306662422,-0.1025517206543624,-0.6861528057968111,-0.8801247138878007,-0.0692831899779738,-1.0342162451473915,-0.8769566007279075,1.3521087625156396,2016,0.0,1.0,5.0,36500000.0,155270000.0,0.0470148773104914,1,0.0479041916167664,0
16,16,16,Carlos Hyde,SFO,RB,-0.8243148642390762,0.0633306355690239,0.1562054764371181,1.3665742737586786,1.1902441610257912,1.3204406061901357,0.6353535306358974,1.065508793544114,0.7164970082676572,0.5498651754596912,1.4748133684795852,2.740406941594744,-0.571647991646394,0.1814019746758633,0.3025094240877641,0.4815513949252813,-0.0696430648534946,-0.5602595536362555,1.8413214535306832,-0.1212616272467636,-0.4293083378992311,-0.3470999726864531,0.3099939611875393,2.8175227285940423,2016,1.0,0.0,4.0,3681678.0,155270000.0,0.0059278643652991,0,0.005511494011976,0
17,17,17,Spencer Ware,KAN,RB,-0.8082796670082605,-0.2756745313004584,0.4012864825712174,1.5665071659002214,1.15619085396647,1.1505868913510864,-0.1287500546663051,1.1571113445242882,0.6672885344922935,0.265559885875419,1.084306516782894,2.013360201987976,-0.7992243507517146,0.5557847734749857,0.6322107065204956,0.3053685177626132,1.7200277845719452,1.7282796112732095,0.9988300337548516,1.1435101838216313,1.1908048277464265,1.6111814038272212,0.5473840735706286,2.084815745554841,2016,0.0,1.0,2.0,3600000.0,155270000.0,0.0115927094738197,0,0.010158013544018,1
18,18,18,Mark Ingram,NOR,RB,-0.7922444697774448,0.4023358024385064,0.8914484948394161,1.5665071659002214,1.0540309327885071,1.4598727601624897,0.6353535306358974,1.1571113445242882,2.0943342739778386,1.0237073247668116,1.061335525506618,0.5592667227744376,-1.1931065107416925,1.2213541935623142,1.3465634851247472,0.343908522141947,0.9134155707463948,-0.2856348538471195,2.6838128733065147,1.2699873649284708,-0.2492957639386025,-0.1409650909481717,0.9430342608757776,0.6194017794764383,2016,0.0,1.0,4.0,16000000.0,155270000.0,0.0257615766084884,0,0.0239520958083832,2
19,19,19,Isaiah Crowell,CLE,RB,-0.7762092725466291,-0.9536848650394232,0.8914484948394161,1.966372950183308,0.974573216316758,1.2291759235900497,0.8900547257366316,0.9281049670738528,2.5864190117314747,0.7394020351825396,0.8431111083819965,0.5592667227744376,-1.0530595205230338,1.013363749785024,1.0168622026920158,0.1346913555112789,0.9134155707463948,0.0500175570062685,-0.6861528057968111,0.7640786405011128,1.0707964451060077,0.0308139771670628,0.6265141110316584,0.6194017794764383,2016,0.0,1.0,3.0,1540000.0,155270000.0,0.0033060689980893,1,0.016443113772455,0
20,20,20,Latavius Murray,OAK,RB,-0.7601740753158134,0.0633306355690239,0.4012864825712174,1.1666413816171357,0.9405199092574372,0.8134145917452124,2.163560701240302,1.2487138955044623,0.470454639390839,-0.018745403708853,0.7205991549085247,0.5592667227744376,-0.8342360983063792,0.5973828622304437,0.6322107065204956,0.2007599344472796,0.5668243851182287,0.0500175570062685,-0.6861528057968111,0.3846470971805943,0.7707754885049597,0.0651697907901096,0.5473840735706286,0.6194017794764383,2016,1.0,0.0,4.0,2266200.0,155270000.0,0.0036488053068847,3,0.029940119760479,0
21,21,21,Terrance West,BAL,RB,-0.7441388780849977,-0.2756745313004584,0.8914484948394161,1.3665742737586786,0.9178177045512232,0.7779227707340678,0.3806523355351632,0.6074960386432431,0.4212461656154754,-0.018745403708853,0.4181477697708913,0.5592667227744376,-0.869247845861044,0.6805790397413598,0.6871609202592842,0.140197070422612,0.3903779633438896,-0.2856348538471195,0.1563386139790202,0.3846470971805943,-0.5493167205396502,-0.2440325318173124,0.3099939611875393,0.6194017794764383,2016,0.0,1.0,1.0,600000.0,155270000.0,0.0038642364912732,1,0.0107604790419161,0
22,22,22,Rashad Jennings,NYG,RB,-0.7281036808541819,1.758356469916436,0.1562054764371181,1.1666413816171357,0.7816044763139391,0.3190642276614123,-0.1287500546663051,0.1952845592324592,-0.3660894147903424,-0.6821244127388219,0.3109498104816036,-0.1677800168323313,-0.8867537196383763,0.5557847734749857,0.7421111339980728,0.5641371185952819,0.1698199361259656,-0.6518011202326339,0.1563386139790202,0.0052155538600758,-0.1292873812981834,-0.3814557863095002,0.7847741859537182,-0.113305203562763,2016,0.0,1.0,4.0,10000000.0,155270000.0,0.0161009853803052,0,0.0,1
23,23,23,Devontae Booker,DEN,RB,-0.7120684836233662,-0.614679698169941,0.8914484948394161,-0.0329559712321225,0.7021467598421901,0.36723169903368,0.125951140434429,0.2868871102126334,-0.7105487312178878,-0.4925875530159735,0.031469416620246,2.013360201987976,-0.7642126031970499,0.6805790397413598,0.5223102790429185,-0.2286858286367233,0.5731260430387408,0.2025868346668995,0.1563386139790202,0.0052155538600758,1.0107922537857978,-0.0035418364559839,0.1517338862654796,2.084815745554841,2016,1.0,0.0,4.0,2723393.0,155270000.0,0.0043849310877825,1,0.0052850655903128,3
24,24,24,Jerick McKinnon,MIN,RB,-0.6799980891617348,-0.614679698169941,0.6463674887053168,0.1669769209094204,0.5318802245455851,0.182167203761283,-0.3834512497670393,-0.1711256446882375,0.1752037967386573,-0.5873559828773977,-0.0604145484848576,-0.8948267564391003,-1.1318359525210293,1.013363749785024,1.1817128439083815,0.4430113905459475,0.5101094638336198,-0.5907734091683815,0.9988300337548516,1.1435101838216313,0.8907838711453788,-0.3814557863095002,0.9430342608757776,-0.8460121866019643,2016,1.0,0.0,4.0,2765000.0,155270000.0,0.0044519224576544,0,0.0041392215568862,1
25,25,25,Ryan Mathews,PHI,RB,-0.6639628919309191,1.080346136177471,0.1562054764371181,0.3669098130509635,0.4864758151331572,0.4914530725726861,1.144755920837366,0.6990985896234173,-0.1200470459135243,0.265559885875419,0.5100317348759951,1.2863134623812065,0.1723516438902309,-0.6089617116778393,-0.4667935682552762,1.0926857500832865,-0.372122645038076,0.2941284012632783,0.1563386139790202,-0.1212616272467636,0.0507251926624452,0.7866418768740949,-0.5604364508837885,1.3521087625156396,2016,0.0,1.0,3.0,11000000.0,155270000.0,0.023614778557781,0,0.0,1
26,26,26,Christine Michael,2TM,RB,-0.6479276947001033,0.0633306355690239,0.6463674887053168,0.1669769209094204,0.4070180986614081,0.2937129269391662,0.8900547257366316,-1.1329524299800666,0.470454639390839,-0.1135138335702772,0.054440407896522,0.5592667227744376,-0.4316010014277351,0.0150096196540311,0.0277583553938211,0.1567142151566127,-0.4225359084021729,-0.8959119644896435,0.1563386139790202,-1.0066018949946405,-0.7893334858204883,-0.7593697361630162,-0.1647862635786394,0.6194017794764383,2016,0.0,1.0,1.0,725000.0,155270000.0,0.0046692857602885,0,0.0,0
27,27,27,Doug Martin,TAM,RB,-0.6318924974692876,0.4023358024385064,-1.0691995542333783,0.3669098130509635,0.3616136892489802,-0.1169781447612216,-0.1287500546663051,-0.0337218182179762,-0.7597572049932514,-1.061198132184518,0.5789447087048232,-0.1677800168323313,0.1023281487809015,-0.5257655341669233,-0.4118433545164875,0.7953771448712837,-0.2523911445483459,0.5382392455202876,-0.6861528057968111,-0.5006931705672821,0.0507251926624452,0.8553535041201891,0.0726038488044499,-0.113305203562763,2016,0.0,1.0,5.0,35750000.0,155270000.0,0.046048818187673,0,0.042814371257485,4
28,28,28,Tim Hightower,NOR,RB,-0.6158573002384718,1.4193513030469538,0.8914484948394161,-1.0326204319398375,0.2367515633648031,0.2049833744113046,0.125951140434429,0.3326883857027205,-0.1200470459135243,0.0760230261525707,-0.1216705252215936,-0.8948267564391003,-0.4403539383164013,-0.1097846466123429,0.0277583553938211,0.6357114124426156,0.1635182782054535,0.3856699678596566,0.1563386139790202,0.3846470971805943,1.4308215930272647,0.6148628087588606,-0.2439163010396693,-0.8460121866019643,2016,0.0,1.0,1.0,840000.0,155270000.0,0.0054099310877825,0,0.0,0
29,29,29,Bilal Powell,NYJ,RB,-0.5998221030076561,0.7413409693079889,0.8914484948394161,-0.4328217555152085,0.2140493586585891,0.6460960069783878,-0.1287500546663051,0.8823036915837656,0.1259953229632937,1.4027810442125084,0.2918073177513737,-0.1677800168323313,-1.4819534280676765,1.8869236136496423,2.0059660499902106,0.2943570879399471,1.3482299672617306,-0.346662564911372,0.9988300337548516,1.6494189082489894,-0.2492957639386025,-0.2440325318173124,1.496944523102986,-0.113305203562763,2016,0.0,1.0,3.0,11250000.0,155270000.0,0.0241514780704579,0,0.0224550898203592,2
30,30,30,T.J. Yeldon,JAX,RB,-0.5837869057768404,-0.9536848650394232,0.6463674887053168,1.3665742737586786,0.2026982563054822,-0.0054324215833385,-0.6381524448677736,-0.1711256446882375,-0.808965678768615,-0.3978191231545493,-0.2480109772411112,0.5592667227744376,-1.2543770689623557,1.6373350811168943,1.5663643400799017,0.0245770572846114,0.8693039653028102,-0.499231842572003,0.1563386139790202,1.0170330027147918,-0.5493167205396502,-0.4501674135555941,1.2595544107198966,0.6194017794764383,2016,1.0,0.0,4.0,5913774.0,155270000.0,0.0095217588716429,0,0.0083433606094808,2
31,31,31,Jacquizz Rodgers,TAM,RB,-0.5677517085460247,0.0633306355690239,-0.5790375419651799,-0.2328888633736655,0.1913471539523751,0.235404935278,-0.3834512497670393,0.2868871102126334,0.6180800607169299,0.265559885875419,0.7091136592703868,-0.8948267564391003,0.1898575176675633,-0.5257655341669233,-0.4667935682552762,0.4540228203686144,-0.4792508296867819,-0.1025517206543624,-0.6861528057968111,-0.6271703516741217,-0.309299955258812,0.0651697907901096,-0.323046338500699,-0.8460121866019643,2016,0.0,1.0,1.0,760000.0,155270000.0,0.0048946995556128,2,0.009880239520958,0
32,32,32,Matt Asiata,MIN,RB,-0.5517165113152089,1.080346136177471,0.8914484948394161,-0.0329559712321225,0.1005383351275191,-0.1651456161334893,0.6353535306358974,0.1494832837423721,-0.1692555196888879,-0.6821244127388219,-0.4738923914578247,-0.1677800168323313,-0.7904714138630484,0.3893924184531535,0.5772604927817071,0.6136885527972826,0.5605227271977167,0.1110452680705207,-0.6861528057968111,0.1316927349669153,0.2907419579432834,0.3400162997744853,0.2308639237265095,-0.113305203562763,2016,0.0,1.0,1.0,840000.0,155270000.0,0.0054099310877825,0,0.0,0
33,33,33,Chris Ivory,JAX,RB,-0.5196461168535775,0.7413409693079889,-0.3339565358310805,-1.0326204319398375,0.0551339257150911,-0.0713458034611785,-0.1287500546663051,-0.1711256446882375,0.470454639390839,-0.2082822634317014,0.092725393356982,2.740406941594744,-0.3440716325410734,-0.0265884691014268,-0.082142072083756,-0.091042955853389,0.0752950673182839,0.4466976789239093,-0.6861528057968111,0.2581699160737548,0.6507671058645407,0.2369488589053442,0.0726038488044499,2.8175227285940423,2016,0.0,1.0,5.0,32000000.0,155270000.0,0.0412185225735815,0,0.0383233532934131,4
34,34,34,Paul Perkins,NYG,RB,-0.5036109196227618,-1.292690031908906,0.4012864825712174,-1.0326204319398375,-0.0016215860504438,-0.02824859223336,-0.8928536399685078,-0.0337218182179762,-0.5137148361164333,0.0760230261525707,-0.1867550005043753,-0.1677800168323313,0.0235517167829059,-0.1929808241232589,-0.356893140777699,-0.5810515829620596,-0.0759447227740067,0.9044055119058024,-0.6861528057968111,-0.2477388083536031,2.450892845470827,0.3056604861514382,-0.4813064134227585,-0.113305203562763,2016,1.0,0.0,4.0,2592548.0,155270000.0,0.0041742577445739,0,0.0038810598802395,3
35,35,35,C.J. Anderson,DEN,RB,-0.4875757223919461,-0.2756745313004584,-1.314280560367478,0.1669769209094204,-0.0243237907566578,-0.0764160636056277,0.125951140434429,-0.0795230937080633,-0.2184639934642515,-0.018745403708853,0.9541375662173304,-0.8948267564391003,-0.0989893996584204,-0.1929808241232589,-0.3019429270389104,-0.3498115566860578,-0.2902010920714185,0.0500175570062685,0.1563386139790202,-0.2477388083536031,-0.0692831899779738,-0.2096767181942656,0.4682540361095987,-0.8460121866019643,2016,0.0,1.0,4.0,18000000.0,155270000.0,0.0289817736845494,0,0.0269461077844311,3
36,36,36,Derrick Henry,TEN,RB,-0.4715405251611304,-1.292690031908906,0.6463674887053168,-0.8326875397982946,-0.0243237907566578,0.0579458302222768,0.3806523355351632,0.1952845592324592,-0.5137148361164333,0.4550967455982674,-0.1829265019583293,-0.8948267564391003,0.1635987070015647,-0.5673636229223813,-0.4667935682552762,0.7513314255806169,-0.2334861707868095,0.8128639453094235,-0.6861528057968111,-0.3742159894604426,0.1707335753028643,1.0958441994815171,-0.6395664883448182,-0.8460121866019643,2016,1.0,0.0,4.0,5407928.0,155270000.0,0.0087072969665743,0,0.0080957005988023,3
37,37,37,Thomas Rawls,SEA,RB,-0.4555053279303146,-0.9536848650394232,-0.8241185480992792,0.1669769209094204,-0.0356748931097648,-0.2995075099613939,-0.1287500546663051,-0.1253243691981504,0.6180800607169299,-0.7768928426002456,0.050611909350476,-0.8948267564391003,0.1811045807788971,-0.4841674454114652,-0.4667935682552762,0.1897485046246126,-0.4918541455278061,-0.1330655761864885,-0.6861528057968111,-0.5006931705672821,-0.3693041465790215,-0.1066092773251249,-0.2439163010396693,-0.8460121866019643,2016,1.0,0.0,3.0,1590000.0,155270000.0,0.0034134089006247,0,0.0031736526946107,1
38,38,38,Mike Gillislee,BUF,RB,-0.4394701306994989,0.0633306355690239,0.6463674887053168,-1.0326204319398375,-0.1264837119346208,0.2785021465058184,1.144755920837366,0.7448998651135044,0.5688715869415663,1.5923179039353568,0.0391264137123381,-0.1677800168323313,0.4699514981048809,-0.7337559779442134,-0.6865944232104305,0.4815513949252813,-0.7817304098713633,-0.6823149757647603,0.1563386139790202,-0.8801247138878007,-0.4893125292194407,-0.4845232271786409,-0.8769566007279075,-0.113305203562763,2016,0.0,1.0,1.0,600000.0,155270000.0,0.0038642364912732,2,0.0191616766467065,0
39,39,39,Alfred Blue,HOU,RB,-0.4234349334686832,-0.2756745313004584,0.4012864825712174,-0.8326875397982946,-0.1378348142877278,-0.1195132748334462,-0.6381524448677736,-0.0795230937080633,-0.3660894147903424,0.1707914560139953,-0.2862959627015712,0.5592667227744376,0.2336222021108941,-0.5257655341669233,-0.5217437819940648,0.107162780954612,-0.8447469890764845,-1.3841336530036628,-0.6861528057968111,-0.8801247138878007,-0.8493376771406979,-1.1716394996395794,-0.6395664883448182,0.6194017794764383,2016,1.0,0.0,4.0,2337932.0,155270000.0,0.0037643008952147,1,0.0049661399548532,1
40,40,40,Matt Jones,WAS,RB,-0.4073997362378674,-0.9536848650394232,-1.314280560367478,0.1669769209094204,-0.1491859166408348,-0.0181080719444616,-0.1287500546663051,0.1494832837423721,1.208581746021293,0.5498651754596912,1.080478018236848,1.2863134623812065,0.6099984883235398,-0.8585502442105876,-0.7415446369492191,1.4835915087879554,-0.6367922776995847,0.3856699678596566,-0.6861528057968111,-0.5006931705672821,-0.6093209118598597,1.0958441994815171,-0.4813064134227585,1.3521087625156396,2016,1.0,0.0,4.0,2951415.0,155270000.0,0.0047520689766213,0,0.0,2
41,41,41,DeAngelo Williams,PIT,RB,-0.3913645390070517,2.436366803655401,-0.8241185480992792,-0.4328217555152085,-0.1605370189939418,-0.3147182903947416,0.125951140434429,-0.1253243691981504,-0.7597572049932514,-0.4925875530159735,0.0238124195281542,-0.8948267564391003,-0.1865187685450822,-0.0681865578568848,-0.1920424995613332,-0.3498115566860578,-0.3532176712765397,-0.3771764204434983,0.9988300337548516,-0.2477388083536031,-0.3693041465790215,-0.5188790408016877,0.2308639237265095,-0.8460121866019643,2016,0.0,1.0,2.0,4000000.0,155270000.0,0.0128807883042442,0,0.0,0
42,42,42,Darren Sproles,PHI,RB,-0.3592941445454203,2.436366803655401,0.6463674887053168,-0.2328888633736655,-0.2059414284063698,-0.0738809335334031,-0.3834512497670393,-0.1253243691981504,-0.3660894147903424,0.6446336053211158,-0.3169239510699391,-0.1677800168323313,-1.3156476271830189,1.7621293473832689,1.6762647675574789,0.0080599125506115,1.593994626161703,0.1110452680705207,0.9988300337548516,1.3964645460353105,2.8109179933920845,0.0308139771670628,1.4178144856419563,-0.113305203562763,2016,0.0,1.0,1.0,4500000.0,155270000.0,0.0289817736845494,1,0.0079006772009029,0
43,43,43,Theo Riddick,DET,RB,-0.3432589473146046,-0.2756745313004584,-0.5790375419651799,0.3669098130509635,-0.2286436331125838,-0.279226469383597,-0.6381524448677736,-0.1711256446882375,0.470454639390839,-0.1135138335702772,-0.0680715455769495,-0.8948267564391003,-1.3419064378490175,1.5957369923614364,1.7312149812962674,0.3328970923192801,1.2411017826130248,-0.2551209983149934,3.526304293082346,1.52294172714215,-0.1892915726183929,-0.1409650909481717,2.8421551599404924,-0.8460121866019643,2016,0.0,1.0,3.0,11550000.0,155270000.0,0.0247955174856701,0,0.0230538922155688,2
44,44,44,Giovani Bernard,CIN,RB,-0.3272237500837888,-0.2756745313004584,-0.5790375419651799,-0.8326875397982946,-0.2399947354656908,-0.3299290708280893,-0.3834512497670393,-0.400132022138673,-0.7597572049932514,-0.3030506932931252,-0.1446415164978693,-0.1677800168323313,-1.0443065836343677,0.930167572274108,0.9619119889532272,0.1897485046246126,1.020543755395101,0.2331006901990256,0.1563386139790202,1.0170330027147918,0.3507461492634929,0.2369488589053442,1.7343346354860754,-0.113305203562763,2016,0.0,1.0,3.0,15500000.0,155270000.0,0.0332753697859642,0,0.030938123752495,2
45,45,45,Dwayne Washington,DET,RB,-0.2951533556221574,-1.292690031908906,-0.0888755296969811,-0.8326875397982946,-0.2513458378187977,-0.5124584360282617,-0.6381524448677736,-0.6291383995891084,-0.2184639934642515,-1.061198132184518,-0.5887473478392046,-0.8948267564391003,0.4349397505502162,-0.5673636229223813,-0.6316442094716419,-0.3498115566860578,-0.7061105148252179,-0.499231842572003,-0.6861528057968111,-0.3742159894604426,-0.9093418684609076,-0.6219464816708287,-0.718696525805848,-0.8460121866019643,2016,1.0,0.0,4.0,2415764.0,155270000.0,0.0038896180846267,0,0.0,3
